id,id_agricultor,id_cultura,area_plantada,quantidade_produzida,data_plantio
500,175,11,0.31,180,2011-02-15
505,177,11,0.95,270,2011-02-25
523,181,11,0.47,250,2011-02-16
526,184,11,0.38,210,2011-02-19
543,188,11,0.24,240,2011-02-24
550,195,11,0.29,60,2011-02-03
555,198,11,0.43,210,2011-02-15
568,203,11,0.12,75,2011-02-15
576,204,11,0.96,110,2010-04-12
586,205,11,0.78,16,2010-03-30
595,206,11,0.43,240,2011-01-26
599,207,11,0.46,240,2011-02-02
601,208,11,1.02,320,2011-02-13
607,210,11,0.5,130,2011-03-22
614,213,11,0.17,60,2011-02-15
622,216,11,0.39,280,2011-02-15
629,219,11,0.26,290,2011-02-21
648,233,11,0.3,120,2011-02-05
662,239,11,0.45,180,2011-02-25
664,247,11,0.16,60,2011-03-10
670,250,11,0.48,190,2011-02-15
678,254,11,0.98,46,2010-04-16
682,257,11,0.55,290,2011-02-03
690,259,11,0.48,250,2011-02-25
701,261,11,0.38,60,2011-03-22
709,262,11,0.37,180,2011-02-03
711,263,11,0.49,270,2011-02-19
715,266,11,0.65,150,2011-02-10
723,270,11,0.37,200,2011-02-21
725,271,11,1.2,1200,2011-02-03
736,271,11,0.75,180,2010-04-11
742,272,11,0.37,240,2011-02-21
746,273,11,0.97,150,2011-02-17
749,275,11,0.41,280,2011-02-17
754,277,11,0.9,120,2010-05-02
758,278,11,0.5,180,2011-03-02
768,279,11,0.2,60,2011-02-15
772,285,11,0.18,120,2011-02-04
775,286,11,0.62,120,2011-02-18
780,287,11,0.28,300,2011-02-24
785,289,11,0.59,31,2010-04-12
790,292,11,0.47,120,2011-02-05
794,295,11,0.46,120,2011-02-25
804,297,11,0.58,320,2011-02-18
806,301,11,0.1,30,2011-03-11
815,303,11,0.13,70,2011-02-24
819,304,11,0.22,60,2011-02-03
822,305,11,0.38,350,2011-02-22
825,310,11,0.38,60,2011-02-16
833,310,11,0.5,45,2010-04-08
839,311,11,0.43,120,2011-03-02
845,312,11,0.21,270,2011-02-17
850,315,11,0.43,400,2011-02-21
852,316,11,0.11,130,2011-03-02
857,317,11,0.75,420,2011-02-17
872,325,11,0.45,280,2011-02-23
882,335,11,0.5,180,2010-05-04
884,335,11,0.98,300,2011-02-02
900,337,11,0.21,120,2011-02-03
907,339,11,0.23,40,2011-02-03
916,342,11,0.65,210,2011-03-17
917,347,11,0.33,130,2011-02-24
923,348,11,0.88,220,2011-01-25
925,349,11,0.81,180,2011-02-15
934,351,11,1.46,240,2010-02-25
942,352,11,0.48,320,2011-01-17
955,354,11,0.97,480,2011-02-15
956,355,11,0.8,60,2010-05-12
972,359,11,0.54,300,2011-02-24
975,360,11,0.29,85,2011-02-03
980,366,11,0.36,180,2011-02-16
989,369,11,0.42,230,2011-02-19
994,371,11,0.28,120,2011-03-12
1000,375,11,0.42,200,2011-02-15
1004,376,11,0.13,60,2011-02-03
1007,378,11,0.13,70,2011-02-20
1021,381,11,0.97,210,2011-03-17
1028,382,11,0.49,120,2011-03-09
1038,389,11,0.44,100,2011-03-22
1041,390,11,1.8,20,2011-02-24
1048,391,11,0.36,80,2011-02-03
1055,396,11,0.82,240,2011-02-02
1057,401,11,0.5,140,2011-02-18
1065,402,11,0.21,60,2011-02-22
1070,404,11,0.55,150,2011-03-02
1075,405,11,0.55,180,2011-02-16
1079,408,11,0.24,450,2011-02-23
1089,411,11,0.32,120,2011-03-10
1099,416,11,0.28,120,2011-02-15
1114,422,11,0.55,180,2011-02-25
1115,424,11,0.19,120,2011-02-15
1121,426,11,0.23,190,2011-02-15
1129,429,11,0.5,240,2011-03-02
1140,434,11,0.8,60,2010-04-15
1152,434,11,0.95,210,2011-03-11
1180,447,11,0.57,180,2011-02-15
1183,448,11,0.69,120,2011-01-25
1197,451,11,0.53,270,2011-02-23
1202,455,11,0.21,160,2011-02-15
1216,460,11,0.47,300,2011-02-02
1219,462,11,0.17,150,2011-02-18
1222,463,11,0.45,90,2011-02-23
1227,465,11,0.92,250,2011-02-02
1237,466,11,0.92,190,2011-02-02
1260,486,11,0.59,180,2011-02-08
1261,487,11,0.61,480,2011-02-22
1272,490,11,0.46,150,2011-02-02
1288,494,11,0.23,100,2011-02-23
1291,495,11,0.38,20,2011-02-02
1293,496,11,0.88,180,2011-02-15
1303,497,11,0.88,240,2011-01-20
1305,500,11,0.22,210,2011-02-21
1309,501,11,1.55,400,2011-02-16
1322,501,11,1.2,420,2010-04-11
1325,503,11,0.47,90,2011-02-25
1333,505,11,0.52,120,2011-02-17
1337,507,11,0.58,190,2011-02-03
1340,509,11,0.28,40,2011-02-02
1345,511,11,0.73,180,2011-02-02
1355,514,11,0.4,210,2011-02-02
1360,517,11,0.76,20,2010-04-09
1369,518,11,0.38,60,2011-03-22
1374,523,11,0.59,470,2011-02-22
1390,534,11,0.32,420,2011-01-29
1395,536,11,0.49,140,2011-03-17
208,69,12,0.5,100,2010-02-26
1147,434,12,0.8,200,2010-04-15
92,36,14,0.8,10,2011-02-02
902,337,14,0.21,150,2011-02-03
943,354,14,0.97,100,2011-02-15
4,1,15,0.4,92.7,2010-04-12
8,1,15,0.4,68.4,2011-02-02
14,2,15,0.22,15.2,2011-02-09
20,3,15,0.13,30.4,2011-03-09
26,4,15,0.56,45.6,2011-02-24
31,5,15,0.44,47.5,2011-02-15
36,6,15,0.22,45.6,2011-02-07
38,8,15,0.33,45.6,2011-02-15
43,9,15,0.17,5.7,2011-02-07
48,11,15,0.44,45.6,2011-02-15
52,12,15,0.48,68.4,2011-02-15
63,23,15,0.5,8.4,2010-05-04
67,27,15,0.49,68.4,2011-02-15
76,29,15,1.97,418,2011-02-02
79,29,15,0.8,128.8,2010-04-12
89,32,15,0.17,68.4,2011-02-03
95,36,15,0.8,76,2011-02-02
100,37,15,0.38,22.8,2011-02-15
106,40,15,0.72,68.4,2011-02-25
112,43,15,0.31,49.4,2011-02-17
121,45,15,0.72,20.14,2010-04-18
138,48,15,0.52,16.72,2010-04-01
144,49,15,0.89,39.52,2010-03-30
162,53,15,0.21,41.8,2011-03-04
166,57,15,0.58,45.6,2011-02-17
177,65,15,0.26,38,2011-02-17
180,65,15,0.5,109.6,2010-04-07
191,67,15,0.54,79.8,2011-02-03
192,67,15,0.5,61.2,2010-04-09
202,69,15,0.5,68,2010-02-26
206,69,15,0.51,76,2011-02-02
217,71,15,0.5,101.8,2010-04-09
226,77,15,0.9,24.1,2010-04-09
241,81,15,0.42,47.5,2011-02-17
246,83,15,0.25,79.8,2011-02-18
252,84,15,1.31,3.8,2010-02-10
257,85,15,0.88,77.9,2011-02-02
261,89,15,0.43,17.1,2011-01-26
268,93,15,0.25,34.2,2011-03-04
271,94,15,0.28,7.6,2011-03-10
281,96,15,0.5,11,2010-05-04
287,96,15,1.29,121.6,2011-02-23
294,97,15,0.29,26.6,2011-02-16
299,98,15,0.52,68.4,2011-02-06
302,99,15,0.44,68.4,2011-02-07
306,101,15,0.39,49.4,2011-02-26
313,101,15,0.72,11.4,2010-04-27
320,103,15,0.79,46.36,2010-03-23
324,105,15,0.46,45.6,2011-02-15
331,110,15,0.8,87.4,2011-02-05
339,111,15,0.72,102.6,2011-02-02
342,112,15,0.46,34.2,2011-02-15
345,113,15,0.4,64.6,2011-02-05
351,114,15,0.5,132.2,2010-04-07
360,114,15,0.44,68.4,2011-02-03
364,115,15,0.41,41.8,2011-02-17
373,117,15,0.92,93.48,2010-03-31
381,118,15,0.52,60.8,2011-02-15
388,121,15,0.23,30.4,2011-02-21
392,122,15,0.72,45.6,2011-02-23
406,134,15,0.72,26.6,2010-04-15
410,135,15,0.5,39.9,2011-02-03
418,145,15,1.01,79.8,2011-02-24
425,147,15,0.26,24.7,2011-02-03
429,148,15,0.36,68.4,2011-02-02
440,155,15,0.18,26.6,2011-02-15
442,160,15,0.78,22.8,2010-04-29
443,160,15,0.29,45.6,2011-02-22
455,162,15,0.98,14.06,2010-04-13
472,165,15,0.36,22.8,2010-04-29
476,165,15,0.34,45.6,2011-02-26
511,174,15,0.44,91.2,2011-02-03
519,174,15,0.7,55.9,2010-04-08
502,175,15,0.31,38,2011-02-15
503,175,15,0.44,22.8,2010-04-27
509,177,15,0.95,66.5,2011-02-25
524,181,15,0.47,30.4,2011-02-16
528,184,15,0.38,34.2,2011-02-19
542,188,15,0.24,26.6,2011-02-24
553,195,15,0.29,76,2011-02-03
557,198,15,0.43,49.4,2011-02-15
563,203,15,0.12,13.3,2011-02-15
577,204,15,0.96,23.56,2010-04-12
584,205,15,0.78,39.9,2010-03-30
592,206,15,0.43,17.1,2011-01-26
600,207,15,0.46,68.4,2011-02-02
603,208,15,1.02,95,2011-02-13
608,210,15,0.5,34.2,2011-03-22
615,213,15,0.17,17.1,2011-02-15
618,216,15,0.39,45.6,2011-02-15
631,219,15,0.26,45.6,2011-02-21
645,233,15,0.3,38,2011-02-05
652,233,15,0.5,16.7,2010-04-06
659,239,15,0.45,57,2011-02-25
665,247,15,0.16,30.4,2011-03-10
668,250,15,0.48,38,2011-02-15
680,254,15,0.98,28.88,2010-04-16
683,257,15,0.55,68.4,2011-02-03
696,259,15,0.5,4.9,2010-04-07
697,259,15,0.48,41.8,2011-02-25
699,261,15,0.38,34.2,2011-03-22
705,262,15,0.37,45.6,2011-02-03
714,263,15,0.49,30.4,2011-02-19
718,266,15,0.65,76,2011-02-10
721,270,15,0.37,79.8,2011-02-21
726,271,15,1.2,173.28,2011-02-03
728,271,15,0.75,63.8,2010-04-11
743,272,15,0.37,57,2011-02-21
745,273,15,0.97,190,2011-02-17
752,275,15,0.41,53.2,2011-02-17
756,277,15,0.9,38.4,2010-05-02
759,278,15,0.5,60.8,2011-03-02
769,279,15,0.2,11.4,2011-02-15
771,285,15,0.18,34.2,2011-02-04
778,286,15,0.62,76,2011-02-18
783,289,15,0.59,2.66,2010-04-12
788,291,15,0.35,15.2,2011-02-17
792,292,15,0.47,15.2,2011-02-05
796,295,15,0.46,45.6,2011-02-25
802,297,15,0.58,68.4,2011-02-18
808,301,15,0.1,7.6,2011-03-11
816,303,15,0.13,30.4,2011-02-24
818,304,15,0.22,38,2011-02-03
824,305,15,0.38,30.4,2011-02-22
834,310,15,0.5,7.2,2010-04-08
835,310,15,0.38,30.4,2011-02-16
841,311,15,0.43,41.8,2011-03-02
842,312,15,0.21,68.4,2011-02-17
849,315,15,0.43,79.8,2011-02-21
853,316,15,0.11,22.8,2011-03-02
858,317,15,0.75,129.2,2011-02-17
873,325,15,0.45,53.2,2011-02-23
874,326,15,0.81,22.8,2010-04-30
883,335,15,0.5,83.6,2010-05-04
887,335,15,0.98,121.6,2011-02-02
901,337,15,0.21,30.4,2011-02-03
909,339,15,0.23,4.56,2011-02-03
912,342,15,0.65,45.6,2011-03-17
921,347,15,0.33,26.6,2011-02-24
927,349,15,0.81,38,2011-02-15
938,351,15,1.46,41.42,2010-02-25
939,352,15,0.48,34.2,2011-01-17
953,354,15,0.92,68.4,2010-04-14
954,354,15,0.97,190,2011-02-15
963,355,15,0.8,14.8,2010-05-12
971,359,15,0.54,30.4,2011-02-24
978,360,15,0.29,38,2011-02-03
983,366,15,0.36,45.6,2011-02-16
988,369,15,0.42,45.6,2011-02-19
991,370,15,0.97,66.5,2010-04-14
996,371,15,0.28,30.4,2011-03-12
998,375,15,0.42,38,2011-02-15
1003,376,15,0.13,38,2011-02-03
1010,378,15,0.13,22.8,2011-02-20
1018,381,15,0.97,68.4,2011-03-17
1029,382,15,0.49,57,2011-03-09
1040,390,15,1.8,3.8,2011-02-24
1049,391,15,0.36,39.9,2011-02-03
1054,396,15,0.82,106.4,2011-02-02
1060,401,15,0.5,45.6,2011-02-18
1064,402,15,0.21,68.4,2011-02-22
1067,404,15,0.55,68.4,2011-03-02
1077,405,15,0.55,76,2011-02-16
1080,408,15,0.24,30.4,2011-02-23
1090,411,15,0.32,38,2011-03-10
1098,416,15,0.28,45.6,2011-02-15
1110,422,15,0.55,53.2,2011-02-25
1117,424,15,0.19,3.8,2011-02-15
1122,426,15,0.23,11.4,2011-02-15
1135,429,15,0.5,60.8,2011-03-02
1139,434,15,0.8,21.3,2010-04-15
1146,434,15,0.95,45.6,2011-03-11
1157,442,15,0.73,15.2,2011-02-16
1178,447,15,0.57,76,2011-02-15
1198,451,15,0.43,15.2,2010-02-13
1200,451,15,0.53,53.2,2011-02-23
1204,455,15,0.21,22.8,2011-02-15
1213,460,15,0.47,190,2011-02-02
1215,460,15,0.45,12.5,2010-04-08
1221,462,15,0.17,22.8,2011-02-18
1225,463,15,0.45,30.4,2011-02-23
1231,465,15,0.92,106.4,2011-02-02
1236,466,15,0.92,104.5,2011-02-02
1256,486,15,0.59,76,2011-02-08
1263,487,15,0.61,57,2011-02-22
1273,490,15,0.46,89.3,2011-02-02
1289,495,15,0.38,11.4,2011-02-02
1295,496,15,0.88,76,2011-02-15
1299,497,15,0.88,66.5,2011-01-20
1306,500,15,0.22,30.4,2011-02-21
1310,501,15,1.2,71.6,2010-04-11
1313,501,15,1.55,121.6,2011-02-16
1327,503,15,0.47,5.7,2011-02-25
1334,505,15,0.52,15.2,2011-02-17
1335,507,15,0.58,30.4,2011-02-03
1344,509,15,0.28,19,2011-02-02
1350,511,15,0.73,190,2011-02-02
1354,514,15,0.4,30.4,2011-02-02
1357,517,15,0.76,5.32,2010-04-09
1368,518,15,0.38,34.2,2011-03-22
1375,523,15,0.59,68.4,2011-02-22
1389,534,15,0.32,152,2011-01-29
1394,536,15,0.49,45.6,2011-03-17
37,6,16,0.22,10,2011-02-07
105,40,16,0.72,20,2011-02-25
193,67,16,0.54,90,2011-02-03
284,96,16,1.29,20,2011-02-23
289,97,16,0.29,10,2011-02-16
300,99,16,0.44,10,2011-02-07
393,122,16,0.72,25,2011-02-23
510,177,16,0.95,20,2011-02-25
569,203,16,0.12,10,2011-02-15
760,278,16,0.5,10,2011-03-02
807,301,16,0.1,5,2011-03-11
885,335,16,0.5,250,2010-05-04
913,342,16,0.65,25,2011-03-17
929,349,16,0.81,10,2011-02-15
1031,382,16,0.49,40,2011-03-09
1047,391,16,0.36,30,2011-02-03
1088,411,16,0.32,20,2011-03-10
1136,429,16,0.5,20,2011-03-02
1235,466,16,0.92,10,2011-02-02
1326,503,16,0.47,15,2011-02-25
1351,514,16,0.4,10,2011-02-02
59,21,1,0.35,77,2011-02-02
84,30,1,0.75,506,2011-02-02
115,44,1,0.59,150,2011-02-02
125,45,1,0.56,421,2011-02-02
134,47,1,1.01,100,2011-02-02
135,48,1,0.45,81,2011-02-02
151,49,1,0.91,294,2011-02-02
154,52,1,1.42,790,2011-02-02
173,62,1,0.75,360,2011-02-02
186,66,1,0.49,267,2011-02-02
221,74,1,0.72,70,2011-02-02
233,79,1,0.35,77,2011-02-02
322,103,1,0.43,187,2011-02-02
369,116,1,0.8,216,2011-02-02
374,117,1,0.91,299,2011-02-02
396,133,1,0.61,352,2011-02-02
413,140,1,0.52,160,2011-02-02
436,149,1,1,129,2011-02-02
456,162,1,0.74,468,2011-02-02
462,163,1,0.44,125,2011-02-02
469,164,1,0.46,200,2011-02-02
482,166,1,0.35,77,2011-02-02
484,167,1,0.91,218,2011-02-02
491,169,1,0.71,267,2011-02-02
497,171,1,0.5,116,2011-02-02
530,185,1,0.46,200,2011-02-02
539,186,1,0.94,300,2011-02-02
546,194,1,0.96,100,2011-02-02
558,199,1,3.3,1200,2011-02-02
573,204,1,1.51,350,2011-02-02
585,205,1,0.52,169,2011-02-02
623,217,1,1.09,445,2011-02-02
634,220,1,0.33,106,2011-02-02
643,226,1,1.31,570,2011-02-02
656,234,1,0.4,40,2011-02-02
673,252,1,1.05,100,2011-02-02
687,258,1,0.91,218,2011-02-02
862,318,1,0.94,300,2011-02-02
867,321,1,0.46,200,2011-02-02
879,333,1,1.69,831,2011-02-02
896,336,1,0.8,216,2011-02-02
937,351,1,0.93,233,2011-02-02
966,358,1,1.09,445,2011-02-02
1013,380,1,0.91,736,2011-02-02
1036,384,1,0.97,974,2011-02-02
1092,413,1,0.8,100,2011-02-02
1101,420,1,0.17,100,2011-02-02
1106,421,1,0.97,974,2011-02-02
1128,428,1,0.71,267,2011-02-02
1153,439,1,1.35,50,2011-02-02
1160,444,1,0.35,77,2011-02-02
1165,445,1,0.49,217,2011-02-02
1171,446,1,0.17,30,2011-02-02
1187,449,1,0.9,230,2011-02-02
1188,450,1,0.91,218,2011-02-02
1205,457,1,0.67,700,2011-02-02
1244,468,1,0.22,46,2011-02-02
1246,469,1,0.89,506,2011-02-02
1255,478,1,0.45,34,2011-02-02
1266,488,1,0.34,23,2011-02-02
1279,491,1,0.49,217,2011-02-02
1284,492,1,0.94,300,2011-02-02
1366,517,1,0.4,42,2011-02-02
1377,530,1,0.21,92,2011-02-02
1385,531,1,0.52,160,2011-02-02
638,226,2,1.31,21,2011-02-02
172,62,4,0.75,5,2011-02-02
60,21,5,0.35,8,2011-02-02
87,30,5,0.75,105,2011-02-02
116,44,5,0.59,180,2011-02-02
126,45,5,0.56,180,2011-02-02
133,47,5,1.01,80,2011-02-02
145,49,5,0.91,40,2011-02-02
158,52,5,1.42,120,2011-02-02
169,62,5,0.75,150,2011-02-02
187,66,5,0.49,90,2011-02-02
223,74,5,0.72,90,2011-02-02
236,79,5,0.35,8,2011-02-02
371,116,5,0.8,135,2011-02-02
377,117,5,0.91,168,2011-02-02
399,133,5,0.61,120,2011-02-02
414,140,5,0.52,60,2011-02-02
433,149,5,1,90,2011-02-02
458,162,5,0.74,30,2011-02-02
465,164,5,0.46,100,2011-02-02
480,166,5,0.35,8,2011-02-02
485,167,5,0.91,120,2011-02-02
492,169,5,0.71,60,2011-02-02
494,171,5,0.5,60,2011-02-02
531,185,5,0.46,100,2011-02-02
536,186,5,0.94,100,2011-02-02
549,194,5,0.96,80,2011-02-02
562,199,5,3.3,600,2011-02-02
571,204,5,1.51,60,2011-02-02
590,205,5,0.52,100,2011-02-02
628,217,5,1.09,10,2011-02-02
637,220,5,0.33,50,2011-02-02
640,226,5,1.31,176,2011-02-02
657,234,5,0.4,60,2011-02-02
672,252,5,1.05,60,2011-02-02
688,258,5,0.91,120,2011-02-02
859,318,5,0.94,100,2011-02-02
864,321,5,0.46,100,2011-02-02
876,333,5,1.69,150,2011-02-02
893,336,5,0.8,135,2011-02-02
932,351,5,0.93,120,2011-02-02
969,358,5,1.09,10,2011-02-02
1014,380,5,0.91,60,2011-02-02
1033,384,5,0.97,90,2011-02-02
1093,413,5,0.8,80,2011-02-02
1103,420,5,0.17,60,2011-02-02
1105,421,5,0.97,90,2011-02-02
1126,428,5,0.71,60,2011-02-02
1156,439,5,1.35,100,2011-02-02
1162,444,5,0.35,8,2011-02-02
1168,445,5,0.49,45,2011-02-02
1172,446,5,0.17,15,2011-02-02
1184,449,5,0.9,50,2011-02-02
1191,450,5,0.91,120,2011-02-02
1207,457,5,0.67,160,2011-02-02
1243,468,5,0.22,88,2011-02-02
1245,469,5,0.89,105,2011-02-02
1253,478,5,0.45,60,2011-02-02
1280,491,5,0.49,45,2011-02-02
1285,492,5,0.94,100,2011-02-02
1363,517,5,0.4,48,2011-02-02
1380,530,5,0.21,40,2011-02-02
1386,531,5,0.52,60,2011-02-02
57,21,6,0.35,10,2011-02-02
86,30,6,0.75,40,2011-02-02
118,44,6,0.59,30,2011-02-02
129,45,6,0.56,30,2011-02-02
132,47,6,1.01,45,2011-02-02
139,48,6,0.45,7,2011-02-02
153,49,6,0.91,70,2011-02-02
156,52,6,1.42,200,2011-02-02
171,62,6,0.75,38,2011-02-02
188,66,6,0.49,70,2011-02-02
222,74,6,0.72,38,2011-02-02
237,79,6,0.35,10,2011-02-02
319,103,6,0.43,56,2011-02-02
372,116,6,0.8,10,2011-02-02
375,117,6,0.91,30,2011-02-02
397,133,6,0.61,60,2011-02-02
411,140,6,0.52,75,2011-02-02
454,162,6,0.74,60,2011-02-02
460,163,6,0.44,40,2011-02-02
467,164,6,0.46,93,2011-02-02
479,166,6,0.35,10,2011-02-02
487,167,6,0.91,50,2011-02-02
489,169,6,0.71,50,2011-02-02
496,171,6,0.5,30,2011-02-02
534,185,6,0.46,93,2011-02-02
537,186,6,0.94,60,2011-02-02
544,194,6,0.96,45,2011-02-02
559,199,6,3.3,90,2011-02-02
575,204,6,1.51,70,2011-02-02
582,205,6,0.52,91,2011-02-02
624,217,6,1.09,10,2011-02-02
633,220,6,0.33,60,2011-02-02
642,226,6,1.31,7,2011-02-02
654,234,6,0.4,18,2011-02-02
686,258,6,0.91,50,2011-02-02
860,318,6,0.94,60,2011-02-02
866,321,6,0.46,93,2011-02-02
894,336,6,0.8,10,2011-02-02
964,358,6,1.09,10,2011-02-02
1011,380,6,0.91,60,2011-02-02
1035,384,6,0.97,100,2011-02-02
1094,413,6,0.8,45,2011-02-02
1104,421,6,0.97,100,2011-02-02
1127,428,6,0.71,50,2011-02-02
1154,439,6,1.35,77,2011-02-02
1161,444,6,0.35,10,2011-02-02
1166,445,6,0.49,8,2011-02-02
1170,446,6,0.17,10,2011-02-02
1185,449,6,0.9,30,2011-02-02
1189,450,6,0.91,50,2011-02-02
1209,457,6,0.67,50,2011-02-02
1240,467,6,0.19,32,2011-02-02
1242,468,6,0.22,10,2011-02-02
1249,469,6,0.89,40,2011-02-02
1254,478,6,0.45,49,2011-02-02
1268,488,6,0.34,80,2011-02-02
1278,491,6,0.49,8,2011-02-02
1283,492,6,0.94,60,2011-02-02
1361,517,6,0.4,10,2011-02-02
1378,530,6,0.21,28,2011-02-02
1384,531,6,0.52,75,2011-02-02
545,194,10,0.96,150,2011-02-02
56,21,11,0.35,15,2011-02-02
85,30,11,0.75,55,2011-02-02
130,47,11,1.01,65,2011-02-02
137,48,11,0.45,350,2011-02-02
147,49,11,0.91,400,2011-02-02
184,66,11,0.49,200,2011-02-02
224,74,11,0.72,150,2011-02-02
234,79,11,0.35,15,2011-02-02
318,103,11,0.43,200,2011-02-02
368,116,11,0.8,150,2011-02-02
380,117,11,0.91,600,2011-02-02
398,133,11,0.61,360,2011-02-02
415,140,11,0.52,60,2011-02-02
435,149,11,1,240,2011-02-02
451,162,11,0.74,50,2011-02-02
464,163,11,0.44,200,2011-02-02
468,164,11,0.46,180,2011-02-02
481,166,11,0.35,15,2011-02-02
483,167,11,0.91,120,2011-02-02
488,169,11,0.71,350,2011-02-02
495,171,11,0.5,120,2011-02-02
533,185,11,0.46,180,2011-02-02
538,186,11,0.94,200,2011-02-02
548,194,11,0.96,65,2011-02-02
560,199,11,3.3,120,2011-02-02
579,204,11,1.51,360,2011-02-02
581,205,11,0.52,300,2011-02-02
627,217,11,1.09,75,2011-02-02
636,220,11,0.33,60,2011-02-02
641,226,11,1.31,525,2011-02-02
675,252,11,1.05,300,2011-02-02
685,258,11,0.91,120,2011-02-02
863,318,11,0.94,200,2011-02-02
868,321,11,0.46,180,2011-02-02
878,333,11,1.69,1000,2011-02-02
897,336,11,0.8,150,2011-02-02
936,351,11,0.93,80,2011-02-02
965,358,11,1.09,75,2011-02-02
1037,384,11,0.97,300,2011-02-02
1095,413,11,0.8,65,2011-02-02
1102,420,11,0.17,180,2011-02-02
1109,421,11,0.97,300,2011-02-02
1125,428,11,0.71,350,2011-02-02
1159,444,11,0.35,15,2011-02-02
1164,445,11,0.49,150,2011-02-02
1173,446,11,0.17,50,2011-02-02
1190,450,11,0.91,120,2011-02-02
1208,457,11,0.67,350,2011-02-02
1247,469,11,0.89,55,2011-02-02
1251,478,11,0.45,180,2011-02-02
1269,488,11,0.34,275,2011-02-02
1277,491,11,0.49,150,2011-02-02
1281,492,11,0.94,200,2011-02-02
1381,530,11,0.21,100,2011-02-02
1383,531,11,0.52,60,2011-02-02
58,21,15,0.35,28,2011-02-02
83,30,15,0.75,182,2011-02-02
117,44,15,0.59,54,2011-02-02
120,45,15,0.56,154,2011-02-02
131,47,15,1.01,36,2011-02-02
141,48,15,0.45,29,2011-02-02
149,49,15,0.91,108,2011-02-02
157,52,15,1.42,285,2011-02-02
170,62,15,0.75,129,2011-02-02
185,66,15,0.49,96,2011-02-02
225,74,15,0.72,25,2011-02-02
235,79,15,0.35,28,2011-02-02
315,103,15,0.43,67,2011-02-02
370,116,15,0.8,78,2011-02-02
378,117,15,0.91,108,2011-02-02
400,133,15,0.61,125,2011-02-02
412,140,15,0.52,56,2011-02-02
434,149,15,1,46,2011-02-02
457,162,15,0.74,168,2011-02-02
463,163,15,0.44,44,2011-02-02
466,164,15,0.46,72,2011-02-02
478,166,15,0.35,28,2011-02-02
486,167,15,0.91,78,2011-02-02
490,169,15,0.71,96,2011-02-02
493,171,15,0.5,41,2011-02-02
532,185,15,0.46,72,2011-02-02
535,186,15,0.94,108,2011-02-02
547,194,15,0.96,36,2011-02-02
561,199,15,3.3,432,2011-02-02
578,204,15,1.51,126,2011-02-02
587,205,15,0.52,60,2011-02-02
626,217,15,1.09,78,2011-02-02
635,220,15,0.33,34,2011-02-02
639,226,15,1.31,205,2011-02-02
655,234,15,0.4,15,2011-02-02
674,252,15,1.05,36,2011-02-02
689,258,15,0.91,78,2011-02-02
861,318,15,0.94,108,2011-02-02
865,321,15,0.46,72,2011-02-02
877,333,15,1.69,299,2011-02-02
895,336,15,0.8,78,2011-02-02
935,351,15,0.93,84,2011-02-02
967,358,15,1.09,78,2011-02-02
1012,380,15,0.91,265,2011-02-02
1032,384,15,0.97,350,2011-02-02
1091,413,15,0.8,36,2011-02-02
1100,420,15,0.17,36,2011-02-02
1107,421,15,0.97,350,2011-02-02
1124,428,15,0.71,96,2011-02-02
1155,439,15,1.35,18,2011-02-02
1163,444,15,0.35,28,2011-02-02
1167,445,15,0.49,78,2011-02-02
1169,446,15,0.17,11,2011-02-02
1186,449,15,0.9,83,2011-02-02
1192,450,15,0.91,78,2011-02-02
1206,457,15,0.67,241,2011-02-02
1241,468,15,0.22,16,2011-02-02
1248,469,15,0.89,183,2011-02-02
1252,478,15,0.45,11,2011-02-02
1265,488,15,0.34,8,2011-02-02
1276,491,15,0.49,78,2011-02-02
1282,492,15,0.94,108,2011-02-02
1358,517,15,0.4,13,2011-02-02
1379,530,15,0.21,33,2011-02-02
1382,531,15,0.52,56,2011-02-02
124,45,16,0.56,500,2011-02-02
140,48,16,0.45,300,2011-02-02
155,52,16,1.42,1600,2011-02-02
379,117,16,0.91,1500,2011-02-02
461,163,16,0.44,320,2011-02-02
625,217,16,1.09,800,2011-02-02
968,358,16,1.09,800,2011-02-02
1034,384,16,0.97,175,2011-02-02
1108,421,16,0.97,175,2011-02-02
1250,478,16,0.45,300,2011-02-02
1267,488,16,0.34,300,2011-02-02
1359,517,16,0.4,100,2011-02-02
