id_agricultor,id_cultura,area_plantada,quantidade_produzida,data_plantio
310,5,0.5,30,08/04/2010
310,11,0.5,45,08/04/2010
310,15,0.5,7.2,08/04/2010
310,15,0.38,30.4,16/02/2011
310,5,0.38,60,16/02/2011
311,1,0.43,110,02/03/2011
311,6,0.43,10,02/03/2011
311,11,0.43,120,02/03/2011
311,5,0.43,45,02/03/2011
311,15,0.43,41.8,02/03/2011
312,15,0.21,68.4,17/02/2011
312,5,0.21,70,17/02/2011
312,1,0.21,180,17/02/2011
312,11,0.21,270,17/02/2011
315,1,0.43,210,21/02/2011
315,5,0.43,240,21/02/2011
315,6,0.43,20,21/02/2011
315,15,0.43,79.8,21/02/2011
315,11,0.43,400,21/02/2011
316,5,0.11,90,02/03/2011
316,11,0.11,130,02/03/2011
316,15,0.11,22.8,02/03/2011
316,6,0.11,12,02/03/2011
316,1,0.11,60,02/03/2011
317,1,0.75,340,17/02/2011
317,11,0.75,420,17/02/2011
317,15,0.75,129.2,17/02/2011
318,5,,100,02/02/2011
318,6,,60,02/02/2011
318,15,,108,02/02/2011
318,1,,300,02/02/2011
318,11,,200,02/02/2011
321,5,,100,02/02/2011
321,15,,72,02/02/2011
321,6,,93,02/02/2011
321,1,,200,02/02/2011
321,11,,180,02/02/2011
325,1,0.45,140,23/02/2011
325,6,0.45,15,23/02/2011
325,5,0.45,170,23/02/2011
325,11,0.45,280,23/02/2011
325,15,0.45,53.2,23/02/2011
326,15,0.81,22.8,30/04/2010
326,1,0.81,60,30/04/2010
333,5,,150,02/02/2011
333,15,,299,02/02/2011
333,11,,1000,02/02/2011
333,1,,831,02/02/2011
335,6,0.98,25,02/02/2011
335,1,0.98,320,02/02/2011
335,11,0.5,180,04/05/2010
335,15,0.5,83.6,04/05/2010
335,11,0.98,300,02/02/2011
335,16,0.5,250,04/05/2010
335,3,0.5,132,04/05/2010
335,15,0.98,121.6,02/02/2011
335,10,0.98,100,02/02/2011
335,5,0.98,195,02/02/2011
335,5,0.5,30,04/05/2010
335,2,0.98,20,02/02/2011
335,1,0.5,220,04/05/2010
336,5,,135,02/02/2011
336,6,,10,02/02/2011
336,15,,78,02/02/2011
336,1,,216,02/02/2011
336,11,,150,02/02/2011
337,10,0.21,280,03/02/2011
337,1,0.21,80,03/02/2011
337,11,0.21,120,03/02/2011
337,15,0.21,30.4,03/02/2011
337,14,0.21,150,03/02/2011
337,6,0.21,6,03/02/2011
337,8,0.21,120,03/02/2011
337,5,0.21,60,03/02/2011
339,1,0.23,12,03/02/2011
339,11,0.23,40,03/02/2011
339,5,0.23,20,03/02/2011
339,15,0.23,4.56,03/02/2011
342,6,0.65,10,17/03/2011
342,5,0.65,120,17/03/2011
342,15,0.65,45.6,17/03/2011
342,16,0.65,25,17/03/2011
342,1,0.65,120,17/03/2011
342,2,0.65,18,17/03/2011
342,11,0.65,210,17/03/2011
347,11,0.33,130,24/02/2011
347,6,0.33,8,24/02/2011
347,1,0.33,70,24/02/2011
347,5,0.33,140,24/02/2011
347,15,0.33,26.6,24/02/2011
348,5,0.88,190,25/01/2011
348,11,0.88,220,25/01/2011
349,5,0.81,45,15/02/2011
349,11,0.81,180,15/02/2011
349,1,0.81,100,15/02/2011
349,15,0.81,38,15/02/2011
349,6,0.81,40,15/02/2011
349,16,0.81,10,15/02/2011
351,2,1.46,8,25/02/2010
351,1,1.46,109,25/02/2010
351,5,,120,02/02/2011
351,5,1.46,120,25/02/2010
351,11,1.46,240,25/02/2010
351,15,,84,02/02/2011
351,11,,80,02/02/2011
351,1,,233,02/02/2011
351,15,1.46,41.42,25/02/2010
352,15,0.48,34.2,17/01/2011
352,1,0.48,90,17/01/2011
352,5,0.48,140,17/01/2011
352,11,0.48,320,17/01/2011
354,14,0.97,100,15/02/2011
354,5,0.97,3,15/02/2011
354,6,0.92,8,14/04/2010
354,2,0.97,24,15/02/2011
354,6,0.97,60,15/02/2011
354,2,0.92,1,14/04/2010
354,1,0.92,180,14/04/2010
354,1,0.97,500,15/02/2011
354,8,0.97,350,15/02/2011
354,5,0.92,20,14/04/2010
354,15,0.92,68.4,14/04/2010
354,15,0.97,190,15/02/2011
354,11,0.97,480,15/02/2011
355,11,0.8,60,12/05/2010
355,8,0.8,120,12/05/2010
355,3,0.8,23.4,12/05/2010
355,5,0.8,20,12/05/2010
355,4,0.8,15,12/05/2010
355,1,0.8,39,12/05/2010
355,10,0.8,15,12/05/2010
355,15,0.8,14.8,12/05/2010
358,6,,10,02/02/2011
358,11,,75,02/02/2011
358,1,,445,02/02/2011
358,15,,78,02/02/2011
358,16,,800,02/02/2011
358,5,,10,02/02/2011
359,1,0.54,80,24/02/2011
359,15,0.54,30.4,24/02/2011
359,11,0.54,300,24/02/2011
359,5,0.54,60,24/02/2011
360,10,0.29,25,03/02/2011
360,11,0.29,85,03/02/2011
360,1,0.29,100,03/02/2011
360,5,0.29,30,03/02/2011
360,15,0.29,38,03/02/2011
366,8,0.36,30,16/02/2011
366,11,0.36,180,16/02/2011
366,6,0.36,20,16/02/2011
366,10,0.36,45,16/02/2011
366,15,0.36,45.6,16/02/2011
366,1,0.36,120,16/02/2011
366,5,0.36,60,16/02/2011
369,1,0.42,120,19/02/2011
369,5,0.42,135,19/02/2011
369,15,0.42,45.6,19/02/2011
369,11,0.42,230,19/02/2011
370,1,0.97,175,14/04/2010
370,15,0.97,66.5,14/04/2010
371,1,0.28,80,12/03/2011
371,6,0.28,10,12/03/2011
371,11,0.28,120,12/03/2011
371,5,0.28,30,12/03/2011
371,15,0.28,30.4,12/03/2011
371,10,0.28,25,12/03/2011
375,15,0.42,38,15/02/2011
375,1,0.42,100,15/02/2011
375,11,0.42,200,15/02/2011
375,5,0.42,160,15/02/2011
376,1,0.13,100,03/02/2011
376,15,0.13,38,03/02/2011
376,11,0.13,60,03/02/2011
376,5,0.13,30,03/02/2011
376,6,0.13,3,03/02/2011
378,11,0.13,70,20/02/2011
378,1,0.13,60,20/02/2011
378,5,0.13,40,20/02/2011
378,15,0.13,22.8,20/02/2011
380,6,,60,02/02/2011
380,15,,265,02/02/2011
380,1,,736,02/02/2011
380,5,,60,02/02/2011
381,6,0.97,20,17/03/2011
381,10,0.97,90,17/03/2011
381,5,0.97,120,17/03/2011
381,15,0.97,68.4,17/03/2011
381,2,0.97,30,17/03/2011
381,1,0.97,180,17/03/2011
381,11,0.97,210,17/03/2011
382,7,0.49,10,09/03/2011
382,10,0.49,30,09/03/2011
382,1,0.49,150,09/03/2011
382,2,0.49,72,09/03/2011
382,6,0.49,20,09/03/2011
382,5,0.49,90,09/03/2011
382,11,0.49,120,09/03/2011
382,15,0.49,57,09/03/2011
382,8,0.49,150,09/03/2011
382,16,0.49,40,09/03/2011
384,15,,350,02/02/2011
384,5,,90,02/02/2011
384,16,,175,02/02/2011
384,6,,100,02/02/2011
384,1,,974,02/02/2011
384,11,,300,02/02/2011
389,11,0.44,100,22/03/2011
389,5,0.44,60,22/03/2011
390,15,1.8,3.8,24/02/2011
390,11,1.8,20,24/02/2011
390,5,1.8,10,24/02/2011
390,1,1.8,10,24/02/2011
390,10,1.8,5,24/02/2011
391,1,0.36,105,03/02/2011
391,5,0.36,50,03/02/2011
391,16,0.36,30,03/02/2011
391,11,0.36,80,03/02/2011
391,15,0.36,39.9,03/02/2011
396,5,0.82,120,02/02/2011
396,10,0.82,50,02/02/2011
396,2,0.82,30,02/02/2011
396,1,0.82,280,02/02/2011
396,15,0.82,106.4,02/02/2011
396,11,0.82,240,02/02/2011
396,6,0.82,30,02/02/2011
401,11,0.5,140,18/02/2011
401,10,0.5,35,18/02/2011
401,5,0.5,45,18/02/2011
401,15,0.5,45.6,18/02/2011
401,1,0.5,120,18/02/2011
402,5,0.21,30,22/02/2011
402,1,0.21,180,22/02/2011
402,15,0.21,68.4,22/02/2011
402,11,0.21,60,22/02/2011
404,10,0.55,45,02/03/2011
404,15,0.55,68.4,02/03/2011
404,5,0.55,95,02/03/2011
404,1,0.55,180,02/03/2011
404,11,0.55,150,02/03/2011
404,6,0.55,15,02/03/2011
405,6,0.55,20,16/02/2011
405,10,0.55,20,16/02/2011
405,2,0.55,12,16/02/2011
405,11,0.55,180,16/02/2011
405,1,0.55,200,16/02/2011
405,15,0.55,76,16/02/2011
405,5,0.55,80,16/02/2011
408,11,0.24,450,23/02/2011
408,15,0.24,30.4,23/02/2011
408,5,0.24,60,23/02/2011
408,8,0.24,25,23/02/2011
408,1,0.24,80,23/02/2011
408,10,0.24,50,23/02/2011
411,1,0.32,100,10/03/2011
411,5,0.32,30,10/03/2011
411,6,0.32,8,10/03/2011
411,16,0.32,20,10/03/2011
411,11,0.32,120,10/03/2011
411,15,0.32,38,10/03/2011
413,15,,36,02/02/2011
413,1,,100,02/02/2011
413,5,,80,02/02/2011
413,6,,45,02/02/2011
413,11,,65,02/02/2011
416,1,0.28,120,15/02/2011
416,5,0.28,60,15/02/2011
416,15,0.28,45.6,15/02/2011
416,11,0.28,120,15/02/2011
420,15,,36,02/02/2011
420,1,,100,02/02/2011
420,11,,180,02/02/2011
420,5,,60,02/02/2011
421,6,,100,02/02/2011
421,5,,90,02/02/2011
421,1,,974,02/02/2011
421,15,,350,02/02/2011
421,16,,175,02/02/2011
421,11,,300,02/02/2011
422,15,0.55,53.2,25/02/2011
422,6,0.55,15,25/02/2011
422,1,0.55,140,25/02/2011
422,5,0.55,60,25/02/2011
422,11,0.55,180,25/02/2011
424,11,0.19,120,15/02/2011
424,1,0.19,10,15/02/2011
424,15,0.19,3.8,15/02/2011
424,5,0.19,20,15/02/2011
426,6,0.23,14,15/02/2011
426,1,0.23,30,15/02/2011
426,11,0.23,190,15/02/2011
426,15,0.23,11.4,15/02/2011
426,5,0.23,150,15/02/2011
428,15,,96,02/02/2011
428,11,,350,02/02/2011
428,5,,60,02/02/2011
428,6,,50,02/02/2011
428,1,,267,02/02/2011
429,11,0.5,240,02/03/2011
429,1,0.5,160,02/03/2011
429,5,0.5,120,02/03/2011
429,10,0.5,45,02/03/2011
429,2,0.5,30,02/03/2011
429,6,0.5,30,02/03/2011
429,15,0.5,60.8,02/03/2011
429,16,0.5,20,02/03/2011
434,5,0.8,60,15/04/2010
434,1,0.95,120,11/03/2011
434,15,0.8,21.3,15/04/2010
434,11,0.8,60,15/04/2010
434,6,0.95,20,11/03/2011
434,2,0.8,15,15/04/2010
434,2,0.95,10,11/03/2011
434,1,0.8,56,15/04/2010
434,10,0.8,20,15/04/2010
434,15,0.95,45.6,11/03/2011
434,12,0.8,200,15/04/2010
434,3,0.8,33.6,15/04/2010
434,5,0.95,120,11/03/2011
434,8,0.8,50,15/04/2010
434,10,0.95,50,11/03/2011
434,11,0.95,210,11/03/2011
439,1,,50,02/02/2011
439,6,,77,02/02/2011
439,15,,18,02/02/2011
439,5,,100,02/02/2011
442,15,0.73,15.2,16/02/2011
442,1,0.73,40,16/02/2011
444,11,,15,02/02/2011
444,1,,77,02/02/2011
444,6,,10,02/02/2011
444,5,,8,02/02/2011
444,15,,28,02/02/2011
445,11,,150,02/02/2011
445,1,,217,02/02/2011
445,6,,8,02/02/2011
445,15,,78,02/02/2011
445,5,,45,02/02/2011
446,15,,11,02/02/2011
446,6,,10,02/02/2011
446,1,,30,02/02/2011
446,5,,15,02/02/2011
446,11,,50,02/02/2011
447,6,0.57,25,15/02/2011
447,2,0.57,35,15/02/2011
447,5,0.57,120,15/02/2011
447,10,0.57,50,15/02/2011
447,15,0.57,76,15/02/2011
447,1,0.57,200,15/02/2011
447,11,0.57,180,15/02/2011
448,6,0.69,10,25/01/2011
448,5,0.69,60,25/01/2011
448,11,0.69,120,25/01/2011
449,5,,50,02/02/2011
449,6,,30,02/02/2011
449,15,,83,02/02/2011
449,1,,230,02/02/2011
450,1,,218,02/02/2011
450,6,,50,02/02/2011
450,11,,120,02/02/2011
450,5,,120,02/02/2011
450,15,,78,02/02/2011
451,5,0.43,25,13/02/2010
451,5,0.53,140,23/02/2011
451,1,0.53,140,23/02/2011
451,6,0.53,15,23/02/2011
451,11,0.53,270,23/02/2011
451,15,0.43,15.2,13/02/2010
451,1,0.43,40,13/02/2010
451,15,0.53,53.2,23/02/2011
455,5,0.21,100,15/02/2011
455,11,0.21,160,15/02/2011
455,1,0.21,60,15/02/2011
455,15,0.21,22.8,15/02/2011
457,1,,700,02/02/2011
457,15,,241,02/02/2011
457,5,,160,02/02/2011
457,11,,350,02/02/2011
457,6,,50,02/02/2011
460,8,0.47,25,02/02/2011
460,3,0.45,19.8,08/04/2010
460,1,0.45,33,08/04/2010
460,15,0.47,190,02/02/2011
460,5,0.47,60,02/02/2011
460,15,0.45,12.5,08/04/2010
460,11,0.47,300,02/02/2011
460,1,0.47,500,02/02/2011
462,5,0.17,130,18/02/2011
462,11,0.17,150,18/02/2011
462,1,0.17,60,18/02/2011
462,15,0.17,22.8,18/02/2011
463,11,0.45,90,23/02/2011
463,1,0.45,80,23/02/2011
463,6,0.45,15,23/02/2011
463,15,0.45,30.4,23/02/2011
463,5,0.45,60,23/02/2011
465,11,0.92,250,02/02/2011
465,2,0.92,15,02/02/2011
465,1,0.92,280,02/02/2011
465,5,0.92,110,02/02/2011
465,15,0.92,106.4,02/02/2011
465,6,0.92,25,02/02/2011
466,1,0.92,275,02/02/2011
466,2,0.92,10,02/02/2011
466,16,0.92,10,02/02/2011
466,15,0.92,104.5,02/02/2011
466,11,0.92,190,02/02/2011
466,6,0.92,20,02/02/2011
466,5,0.92,135,02/02/2011
467,6,,32,02/02/2011
468,15,,16,02/02/2011
468,6,,10,02/02/2011
468,5,,88,02/02/2011
468,1,,46,02/02/2011
469,5,,105,02/02/2011
469,1,,506,02/02/2011
469,11,,55,02/02/2011
469,15,,183,02/02/2011
469,6,,40,02/02/2011
478,16,,300,02/02/2011
478,11,,180,02/02/2011
478,15,,11,02/02/2011
478,5,,60,02/02/2011
478,6,,49,02/02/2011
478,1,,34,02/02/2011
486,15,0.59,76,08/02/2011
486,5,0.59,120,08/02/2011
486,10,0.59,25,08/02/2011
486,1,0.59,200,08/02/2011
486,11,0.59,180,08/02/2011
487,11,0.61,480,22/02/2011
487,1,0.61,150,22/02/2011
487,15,0.61,57,22/02/2011
487,5,0.61,180,22/02/2011
488,15,,8,02/02/2011
488,1,,23,02/02/2011
488,16,,300,02/02/2011
488,6,,80,02/02/2011
488,11,,275,02/02/2011
490,5,0.46,60,02/02/2011
490,1,0.46,235,02/02/2011
490,11,0.46,150,02/02/2011
490,15,0.46,89.3,02/02/2011
490,6,0.46,15,02/02/2011
490,2,0.46,10,02/02/2011
491,15,,78,02/02/2011
491,11,,150,02/02/2011
491,6,,8,02/02/2011
491,1,,217,02/02/2011
491,5,,45,02/02/2011
492,11,,200,02/02/2011
492,15,,108,02/02/2011
492,6,,60,02/02/2011
492,1,,300,02/02/2011
492,5,,100,02/02/2011
494,5,0.23,80,23/02/2011
494,6,0.23,15,23/02/2011
494,11,0.23,100,23/02/2011
495,15,0.38,11.4,02/02/2011
495,5,0.38,10,02/02/2011
495,11,0.38,20,02/02/2011
495,1,0.38,30,02/02/2011
496,11,0.88,180,15/02/2011
496,5,0.88,120,15/02/2011
496,15,0.88,76,15/02/2011
496,10,0.88,45,15/02/2011
496,1,0.88,200,15/02/2011
497,2,0.88,45,20/01/2011
497,15,0.88,66.5,20/01/2011
497,5,0.88,120,20/01/2011
497,6,0.88,30,20/01/2011
497,1,0.88,175,20/01/2011
497,11,0.88,240,20/01/2011
497,10,0.88,40,20/01/2011
500,11,0.22,210,21/02/2011
500,15,0.22,30.4,21/02/2011
500,1,0.22,80,21/02/2011
500,5,0.22,140,21/02/2011
501,11,1.55,400,16/02/2011
501,15,1.2,71.6,11/04/2010
501,8,1.2,12,11/04/2010
501,4,1.55,90,16/02/2011
501,15,1.55,121.6,16/02/2011
501,3,1.2,112.2,11/04/2010
501,10,1.2,15,11/04/2010
501,2,1.55,20,16/02/2011
501,5,1.2,120,11/04/2010
501,1,1.55,320,16/02/2011
501,1,1.2,187,11/04/2010
501,6,1.55,20,16/02/2011
501,5,1.55,180,16/02/2011
501,11,1.2,420,11/04/2010
501,10,1.55,70,16/02/2011
503,1,0.47,15,25/02/2011
503,11,0.47,90,25/02/2011
503,16,0.47,15,25/02/2011
503,15,0.47,5.7,25/02/2011
503,5,0.47,60,25/02/2011
505,1,0.52,40,17/02/2011
505,8,0.52,25,17/02/2011
505,10,0.52,50,17/02/2011
505,6,0.52,2,17/02/2011
505,11,0.52,120,17/02/2011
505,15,0.52,15.2,17/02/2011
507,15,0.58,30.4,03/02/2011
507,1,0.58,80,03/02/2011
507,11,0.58,190,03/02/2011
507,6,0.58,80,03/02/2011
507,5,0.58,170,03/02/2011
509,11,0.28,40,02/02/2011
509,5,0.28,30,02/02/2011
509,1,0.28,50,02/02/2011
509,10,0.28,15,02/02/2011
509,15,0.28,19,02/02/2011
511,11,0.73,180,02/02/2011
511,5,0.73,180,02/02/2011
511,10,0.73,40,02/02/2011
511,6,0.73,6,02/02/2011
511,1,0.73,500,02/02/2011
511,15,0.73,190,02/02/2011
514,16,0.4,10,02/02/2011
514,1,0.4,80,02/02/2011
514,5,0.4,60,02/02/2011
514,15,0.4,30.4,02/02/2011
514,11,0.4,210,02/02/2011
514,2,0.4,10,02/02/2011
517,15,0.76,5.32,09/04/2010
517,15,,13,02/02/2011
517,16,,100,02/02/2011
517,11,0.76,20,09/04/2010
517,6,,10,02/02/2011
517,2,0.76,3,09/04/2010
517,5,,48,02/02/2011
517,1,0.76,14,09/04/2010
517,5,0.76,5,09/04/2010
517,1,,42,02/02/2011
517,6,0.76,8,09/04/2010
518,15,0.38,34.2,22/03/2011
518,11,0.38,60,22/03/2011
518,1,0.38,90,22/03/2011
518,5,0.38,30,22/03/2011
518,6,0.38,15,22/03/2011
523,1,0.59,180,22/02/2011
523,11,0.59,470,22/02/2011
523,15,0.59,68.4,22/02/2011
523,5,0.59,240,22/02/2011
530,1,,92,02/02/2011
530,6,,28,02/02/2011
530,15,,33,02/02/2011
530,5,,40,02/02/2011
530,11,,100,02/02/2011
531,15,,56,02/02/2011
531,11,,60,02/02/2011
531,6,,75,02/02/2011
531,1,,160,02/02/2011
531,5,,60,02/02/2011
534,5,0.32,220,29/01/2011
534,1,0.32,400,29/01/2011
534,15,0.32,152,29/01/2011
534,11,0.32,420,29/01/2011
536,5,0.49,65,17/03/2011
536,1,0.49,120,17/03/2011
536,10,0.49,25,17/03/2011
536,15,0.49,45.6,17/03/2011
536,11,0.49,140,17/03/2011
536,2,0.49,10,17/03/2011
536,6,0.49,20,17/03/2011
