id_agricultor,id_cultura,area_plantada,quantidade_produzida,data_plantio
71,16,0.5,0,09/04/2010
71,10,0.5,101.8,09/04/2010
71,14,0.5,0,09/04/2010
71,4,0.5,40,09/04/2010
71,15,0.5,0,09/04/2010
71,6,0.5,0,09/04/2010
74,1,,70,02/02/2011
74,10,,25,02/02/2011
74,4,,90,02/02/2011
74,3,,150,02/02/2011
74,5,,38,02/02/2011
77,13,0.9,0,09/04/2010
77,1,0.9,66,09/04/2010
77,11,0.9,39.6,09/04/2010
77,3,0.9,90,09/04/2010
77,16,0.9,0,09/04/2010
77,7,0.9,150,09/04/2010
77,15,0.9,0,09/04/2010
77,10,0.9,24.1,09/04/2010
77,9,0.9,0,09/04/2010
77,2,0.9,0,09/04/2010
77,14,0.9,6,09/04/2010
77,5,0.9,0,09/04/2010
77,8,0.9,0,09/04/2010
77,6,0.9,0,09/04/2010
77,4,0.9,40,09/04/2010
79,10,,28,02/02/2011
79,1,,77,02/02/2011
79,3,,15,02/02/2011
79,5,,10,02/02/2011
79,4,,8,02/02/2011
81,3,0.42,210,17/02/2011
81,7,0.42,25,17/02/2011
81,5,0.42,5,17/02/2011
81,1,0.42,125,17/02/2011
81,4,0.42,50,17/02/2011
83,1,0.25,210,18/02/2011
83,5,0.25,30,18/02/2011
83,4,0.25,60,18/02/2011
83,7,0.25,0,18/02/2011
83,3,0.25,360,18/02/2011
83,14,0.25,100,18/02/2011
84,5,1.31,10,10/02/2010
84,1,1.31,10,10/02/2010
84,4,1.31,30,10/02/2010
85,5,0.88,60,02/02/2011
85,4,0.88,120,02/02/2011
85,3,0.88,300,02/02/2011
85,2,0.88,50,02/02/2011
85,7,0.88,180,02/02/2011
85,1,0.88,205,02/02/2011
89,5,0.43,25,26/01/2011
89,1,0.38,0,20/04/2010
89,3,0.43,240,26/01/2011
89,1,0.43,45,26/01/2011
89,4,0.43,120,26/01/2011
93,3,0.25,160,04/03/2011
93,5,0.25,19,04/03/2011
93,1,0.25,90,04/03/2011
93,4,0.25,70,04/03/2011
94,2,0.28,10,10/03/2011
94,4,0.28,30,10/03/2011
94,1,0.28,20,10/03/2011
94,3,0.28,120,10/03/2011
96,14,0.5,0,04/05/2010
96,6,0.5,0,04/05/2010
96,7,0.5,0,04/05/2010
96,2,0.5,0,04/05/2010
96,10,0.5,11,04/05/2010
96,11,0.5,17.4,04/05/2010
96,9,0.5,0,04/05/2010
96,3,1.29,125,23/02/2011
96,8,1.29,20,23/02/2011
96,1,1.29,320,23/02/2011
96,8,0.5,0,04/05/2010
96,4,1.29,60,23/02/2011
96,1,0.5,29,04/05/2010
96,3,0.5,60,04/05/2010
96,7,1.29,40,23/02/2011
96,15,0.5,0,04/05/2010
96,4,0.5,30,04/05/2010
96,16,0.5,0,04/05/2010
96,5,0.5,10,04/05/2010
96,13,0.5,0,04/05/2010
97,5,0.29,15,16/02/2011
97,4,0.29,30,16/02/2011
97,8,0.29,10,16/02/2011
97,1,0.29,70,16/02/2011
97,7,0.29,35,16/02/2011
97,3,0.29,60,16/02/2011
98,1,0.52,180,06/02/2011
98,4,0.52,70,06/02/2011
98,5,0.52,2,06/02/2011
98,3,0.52,70,06/02/2011
99,1,0.44,180,07/02/2011
99,3,0.44,120,07/02/2011
99,8,0.44,10,07/02/2011
99,5,0.44,15,07/02/2011
99,4,0.44,60,07/02/2011
101,5,0.72,20,27/04/2010
101,4,0.39,65,26/02/2011
101,1,0.72,30,27/04/2010
101,3,0.39,120,26/02/2011
101,5,0.39,50,26/02/2011
101,1,0.39,130,26/02/2011
103,5,0.79,26,23/03/2010
103,3,,200,02/02/2011
103,10,,67,02/02/2011
103,5,,56,02/02/2011
103,3,0.79,260,23/03/2010
103,4,0.79,30,23/03/2010
103,1,,187,02/02/2011
103,2,0.79,7,23/03/2010
103,1,0.79,122,23/03/2010
105,7,0.46,45,15/02/2011
105,5,0.46,15,15/02/2011
105,1,0.46,120,15/02/2011
105,3,0.46,130,15/02/2011
105,4,0.46,95,15/02/2011
110,7,0.8,30,05/02/2011
110,1,0.8,230,05/02/2011
110,3,0.8,240,05/02/2011
110,2,0.8,18,05/02/2011
110,4,0.8,120,05/02/2011
111,5,0.72,25,02/02/2011
111,1,0.72,270,02/02/2011
111,4,0.72,150,02/02/2011
111,3,0.72,240,02/02/2011
112,1,0.46,90,15/02/2011
112,3,0.46,180,15/02/2011
112,4,0.46,110,15/02/2011
113,7,0.4,35,05/02/2011
113,4,0.4,60,05/02/2011
113,3,0.4,180,05/02/2011
113,5,0.4,15,05/02/2011
113,1,0.4,170,05/02/2011
114,7,0.5,0,07/04/2010
114,10,0.5,132.2,07/04/2010
114,11,0.5,208.8,07/04/2010
114,6,0.5,0,07/04/2010
114,2,0.44,15,03/02/2011
114,4,0.44,135,03/02/2011
114,14,0.5,0,07/04/2010
114,8,0.5,0,07/04/2010
114,1,0.5,348,07/04/2010
114,4,0.5,20,07/04/2010
114,5,0.5,0,07/04/2010
114,3,0.5,30,07/04/2010
114,3,0.44,210,03/02/2011
114,2,0.5,0,07/04/2010
114,1,0.44,180,03/02/2011
114,13,0.5,0,07/04/2010
114,9,0.5,0,07/04/2010
114,5,0.44,20,03/02/2011
114,16,0.5,0,07/04/2010
114,15,0.5,0,07/04/2010
115,4,0.41,60,17/02/2011
115,5,0.41,15,17/02/2011
115,1,0.41,110,17/02/2011
115,3,0.41,120,17/02/2011
115,2,0.41,15,17/02/2011
116,1,,216,02/02/2011
116,4,,135,02/02/2011
116,10,,78,02/02/2011
116,3,,150,02/02/2011
116,5,,10,02/02/2011
117,8,,1500,02/02/2011
117,1,,299,02/02/2011
117,3,,600,02/02/2011
117,4,,168,02/02/2011
117,10,,108,02/02/2011
117,5,,30,02/02/2011
117,1,0.92,246,31/03/2010
118,7,0.52,25,15/02/2011
118,1,0.52,160,15/02/2011
118,4,0.52,60,15/02/2011
118,3,0.52,120,15/02/2011
121,1,0.23,80,21/02/2011
121,3,0.23,80,21/02/2011
121,4,0.23,40,21/02/2011
122,3,0.72,205,23/02/2011
122,1,0.72,120,23/02/2011
122,8,0.72,25,23/02/2011
125,3,0.48,90,20/03/2011
125,4,0.48,40,20/03/2011
125,1,0.48,0,20/03/2011
133,4,,120,02/02/2011
133,3,,360,02/02/2011
133,5,,60,02/02/2011
133,1,,352,02/02/2011
133,10,,125,02/02/2011
134,5,0.72,30,15/04/2010
134,1,0.72,70,15/04/2010
134,3,0.72,132,15/04/2010
134,2,0.72,12,15/04/2010
134,4,0.72,134,15/04/2010
135,4,0.5,50,03/02/2011
135,3,0.5,180,03/02/2011
135,1,0.5,105,03/02/2011
140,1,,160,02/02/2011
140,4,,60,02/02/2011
140,3,,60,02/02/2011
140,5,,75,02/02/2011
140,10,,56,02/02/2011
145,4,1.01,170,24/02/2011
145,3,1.01,400,24/02/2011
145,1,1.01,210,24/02/2011
145,7,1.01,25,24/02/2011
147,3,0.26,90,03/02/2011
147,5,0.26,10,03/02/2011
147,1,0.26,65,03/02/2011
147,4,0.26,30,03/02/2011
148,14,0.36,90,02/02/2011
148,3,0.36,120,02/02/2011
148,5,0.36,15,02/02/2011
148,1,0.36,180,02/02/2011
148,4,0.36,180,02/02/2011
148,7,0.36,100,02/02/2011
149,10,,46,02/02/2011
149,3,,240,02/02/2011
149,1,,129,02/02/2011
149,4,,90,02/02/2011
155,3,0.18,100,15/02/2011
155,1,0.18,70,15/02/2011
155,5,0.18,10,15/02/2011
155,4,0.18,60,15/02/2011
160,4,0.29,80,22/02/2011
160,5,0.29,15,22/02/2011
160,1,0.78,60,29/04/10
160,3,0.29,120,22/02/2011
160,1,0.29,120,22/02/2011
160,4,0.78,15,29/04/10
162,1,0.98,37,13/04/2010
162,10,,168,02/02/2011
162,4,,30,02/02/2011
162,5,,60,02/02/2011
162,4,0.98,14,13/04/2010
162,3,0.98,52,13/04/2010
162,1,,468,02/02/2011
162,3,,50,02/02/2011
162,5,0.98,5,13/04/2010
163,3,,200,02/02/2011
163,1,,125,02/02/2011
163,8,,320,02/02/2011
163,10,,44,02/02/2011
163,5,,40,02/02/2011
164,10,,72,02/02/2011
164,5,,93,02/02/2011
164,3,,180,02/02/2011
164,4,,100,02/02/2011
164,1,,200,02/02/2011
165,3,0.34,140,26/02/2011
165,1,0.34,120,26/02/2011
165,4,0.34,90,26/02/2011
165,5,0.34,20,26/02/2011
165,1,0.36,60,29/04/2010
165,4,0.36,25,29/04/2010
166,1,,77,02/02/2011
166,5,,10,02/02/2011
166,4,,8,02/02/2011
166,3,,15,02/02/2011
166,10,,28,02/02/2011
167,4,,120,02/02/2011
167,3,,120,02/02/2011
167,10,,78,02/02/2011
167,5,,50,02/02/2011
167,1,,218,02/02/2011
169,5,,50,02/02/2011
169,1,,267,02/02/2011
169,4,,60,02/02/2011
169,3,,350,02/02/2011
169,10,,96,02/02/2011
171,10,,41,02/02/2011
171,5,,30,02/02/2011
171,1,,116,02/02/2011
171,3,,120,02/02/2011
171,4,,60,02/02/2011
175,3,0.31,180,15/02/2011
175,4,0.31,120,15/02/2011
175,5,0.31,15,15/02/2011
175,1,0.31,100,15/02/2011
175,1,0.44,60,27/04/2010
177,1,0.95,175,25/02/2011
177,3,0.95,270,25/02/2011
177,4,0.95,120,25/02/2011
177,2,0.95,15,25/02/2011
177,8,0.95,20,25/02/2011
174,2,0.7,0,08/04/2010
174,5,0.7,25,08/04/2010
174,15,0.7,0,08/04/2010
174,7,0.7,5,08/04/2010
174,16,0.7,0,08/04/2010
174,4,0.44,180,03/02/2011
174,13,0.7,0,08/04/2010
174,9,0.7,0,08/04/2010
174,1,0.44,240,03/02/2011
174,14,0.7,0,08/04/2010
174,1,0.7,147,08/04/2010
174,8,0.7,0,08/04/2010
174,10,0.7,55.9,08/04/2010
174,3,0.44,240,03/02/2011
174,6,0.7,0,08/04/2010
174,4,0.7,35,08/04/2010
174,11,0.7,88.2,08/04/2010
174,3,0.7,70,08/04/2010
181,3,0.47,250,16/02/2011
181,4,0.47,130,16/02/2011
181,1,0.47,80,16/02/2011
184,1,0.38,90,19/02/2011
184,3,0.38,210,19/02/2011
184,4,0.38,150,19/02/2011
185,3,,180,02/02/2011
185,1,,200,02/02/2011
185,5,,93,02/02/2011
185,10,,72,02/02/2011
185,4,,100,02/02/2011
186,4,,100,02/02/2011
186,1,,300,02/02/2011
186,5,,60,02/02/2011
186,3,,200,02/02/2011
186,10,,108,02/02/2011
188,3,0.24,240,24/02/2011
188,4,0.24,115,24/02/2011
188,1,0.24,70,24/02/2011
194,4,,80,02/02/2011
194,3,,65,02/02/2011
194,7,,150,02/02/2011
194,5,,45,02/02/2011
194,10,,36,02/02/2011
194,1,,100,02/02/2011
195,5,0.29,7,03/02/2011
195,3,0.29,60,03/02/2011
195,4,0.29,0,03/02/2011
195,1,0.29,200,03/02/2011
198,3,0.43,210,15/02/2011
198,4,0.43,65,15/02/2011
198,1,0.43,130,15/02/2011
199,10,,432,02/02/2011
199,3,,120,02/02/2011
199,5,,90,02/02/2011
199,4,,600,02/02/2011
199,1,,1200,02/02/2011
203,1,0.12,35,15/02/2011
203,5,0.12,12,15/02/2011
203,4,0.12,25,15/02/2011
203,8,0.12,10,15/02/2011
203,7,0.12,10,15/02/2011
203,2,0.12,10,15/02/2011
203,3,0.12,75,15/02/2011
204,1,,350,02/02/2011
204,5,0.96,10,12/04/2010
204,1,0.96,62,12/04/2010
204,3,,360,02/02/2011
204,3,0.96,110,12/04/2010
204,4,,60,02/02/2011
204,4,0.96,63,12/04/2010
204,10,,126,02/02/2011
204,5,,70,02/02/2011
205,4,,100,02/02/2011
205,1,0.78,105,30/03/2010
205,3,,300,02/02/2011
205,1,,169,02/02/2011
205,5,0.78,2,30/03/2010
205,3,0.78,16,30/03/2010
205,4,0.78,41,30/03/2010
205,5,,91,02/02/2011
205,10,,60,02/02/2011
206,3,0.43,240,26/01/2011
206,1,0.43,45,26/01/2011
206,4,0.43,120,26/01/2011
206,5,0.43,25,26/01/2011
206,1,0.43,0,21/04/2010
207,1,0.46,180,02/02/2011
207,7,0.46,45,02/02/2011
207,3,0.46,240,02/02/2011
207,4,0.46,50,02/02/2011
208,4,1.02,180,13/02/2011
208,3,1.02,320,13/02/2011
208,1,1.02,250,13/02/2011
208,5,1.02,10,13/02/2011
210,5,0.5,10,22/03/2011
210,3,0.5,130,22/03/2011
210,1,0.5,90,22/03/2011
210,7,0.5,50,22/03/2011
210,4,0.5,120,22/03/2011
213,1,0.17,45,15/02/2011
213,4,0.17,30,15/02/2011
213,7,0.17,15,15/02/2011
213,3,0.17,60,15/02/2011
213,14,0.17,20,15/02/2011
216,2,0.39,10,15/02/2011
216,3,0.39,280,15/02/2011
216,1,0.39,120,15/02/2011
216,4,0.39,120,15/02/2011
217,10,,78,02/02/2011
217,1,,445,02/02/2011
217,4,,10,02/02/2011
217,3,,75,02/02/2011
217,5,,10,02/02/2011
217,8,,800,02/02/2011
219,1,0.26,120,21/02/2011
219,4,0.26,60,21/02/2011
219,3,0.26,290,21/02/2011
220,4,,50,02/02/2011
220,1,,106,02/02/2011
220,5,,60,02/02/2011
220,10,,34,02/02/2011
220,3,,60,02/02/2011
226,4,,176,02/02/2011
226,2,,21,02/02/2011
226,1,,570,02/02/2011
226,10,,205,02/02/2011
226,5,,7,02/02/2011
226,3,,525,02/02/2011
233,4,0.5,0,06/04/2010
233,1,0.5,44,06/04/2010
233,13,0.5,0,06/04/2010
233,6,0.5,0,06/04/2010
233,2,0.3,15,05/02/2011
233,3,0.5,0,06/04/2010
233,1,0.3,100,05/02/2011
233,7,0.3,55,05/02/2011
233,3,0.3,120,05/02/2011
233,9,0.5,0,06/04/2010
233,5,0.5,0,06/04/2010
233,2,0.5,0,06/04/2010
233,16,0.5,0,06/04/2010
233,8,0.5,0,06/04/2010
233,7,0.5,0,06/04/2010
233,14,0.5,0,06/04/2010
233,10,0.5,16.7,06/04/2010
233,15,0.5,0,06/04/2010
233,5,0.3,10,05/02/2011
233,11,0.5,26.4,06/04/2010
233,4,0.3,70,05/02/2011
234,5,,18,02/02/2011
234,1,,40,02/02/2011
234,4,,60,02/02/2011
234,10,,15,02/02/2011
239,3,0.45,180,25/02/2011
239,4,0.45,300,25/02/2011
239,5,0.45,100,25/02/2011
239,1,0.45,150,25/02/2011
247,3,0.16,60,10/03/2011
247,1,0.16,80,10/03/2011
247,7,0.16,15,10/03/2011
247,5,0.16,0,10/03/2011
247,4,0.16,30,10/03/2011
250,3,0.48,190,15/02/2011
250,4,0.48,100,15/02/2011
250,1,0.48,100,15/02/2011
252,4,,60,02/02/2011
252,3,,300,02/02/2011
252,1,,100,02/02/2011
252,10,,36,02/02/2011
254,3,0.98,46,16/04/2010
254,1,0.98,76,16/04/2010
254,4,0.98,38,16/04/2010
254,5,0.98,3,16/04/2010
257,4,0.55,170,03/02/2011
257,1,0.55,180,03/02/2011
257,3,0.55,290,03/02/2011
258,5,,50,02/02/2011
258,1,,218,02/02/2011
258,10,,78,02/02/2011
258,3,,120,02/02/2011
258,4,,120,02/02/2011
259,15,0.5,0,07/04/2010
259,9,0.5,0,07/04/2010
259,1,0.5,13,07/04/2010
259,7,0.5,0,07/04/2010
259,16,0.5,0,07/04/2010
259,4,0.5,0,07/04/2010
259,2,0.5,0,07/04/2010
259,11,0.5,7.8,07/04/2010
259,8,0.5,0,07/04/2010
259,3,0.5,0,07/04/2010
259,6,0.5,0,07/04/2010
259,5,0.5,6,07/04/2010
259,14,0.5,0,07/04/2010
259,2,0.48,25,25/02/201
259,4,0.48,60,25/02/201
259,13,0.5,0,07/04/2010
259,3,0.48,250,25/02/201
259,10,0.5,4.9,07/04/2010
259,1,0.48,110,25/02/201
261,5,0.38,15,22/03/2011
261,4,0.38,30,22/03/2011
261,1,0.38,90,22/03/2011
261,3,0.38,60,22/03/2011
262,5,0.37,10,03/02/2011
262,7,0.37,50,03/02/2011
262,2,0.37,15,03/02/2011
262,3,0.37,180,03/02/2011
262,4,0.37,75,03/02/2011
262,1,0.37,120,03/02/2011
263,4,0.49,120,19/02/2011
263,3,0.49,270,19/02/2011
263,1,0.49,80,19/02/2011
266,7,0.65,120,10/02/2011
266,1,0.65,200,10/02/2011
266,3,0.65,150,10/02/2011
266,4,0.65,80,10/02/2011
270,3,0.37,200,21/02/2011
270,1,0.37,210,21/02/2011
270,4,0.37,60,21/02/2011
271,4,1.2,360,03/02/2011
271,14,1.2,1000,03/02/2011
271,15,0.75,0,11/04/2010
271,6,0.75,0,11/04/2010
271,5,0.75,15,11/04/2010
271,1,0.75,168,11/04/2010
271,4,0.75,40,11/04/2010
271,16,0.75,0,11/04/2010
271,3,0.75,180,11/04/2010
271,1,1.2,456,03/02/2011
271,5,1.2,20,03/02/2011
271,2,1.2,25,03/02/2011
271,11,0.75,100.8,11/04/2010
271,13,0.75,0,11/04/2010
271,3,1.2,1200,03/02/2011
271,9,0.75,0,11/04/2010
271,8,0.75,0,11/04/2010
271,10,0.75,63.8,11/04/2010
271,7,1.2,100,03/02/2011
271,14,0.75,8,11/04/2010
271,2,0.75,8,11/04/2010
271,7,0.75,50,11/04/2010
272,3,0.37,240,21/02/2011
272,1,0.37,150,21/02/2011
272,4,0.37,240,21/02/2011
273,5,0.97,0,17/02/2011
273,4,0.97,90,17/02/2011
273,1,0.97,500,17/02/2011
273,3,0.97,150,17/02/2011
275,3,0.41,280,17/02/2011
275,4,0.41,190,17/02/2011
275,1,0.41,140,17/02/2011
277,14,0.9,0,02/05/2010
277,10,0.9,38.4,02/05/2010
277,15,0.9,0,02/05/2010
277,13,0.9,0,02/05/2010
277,6,0.9,0,02/05/2010
277,9,0.9,0,02/05/2010
277,16,0.9,0,02/05/2010
277,8,0.9,0,02/05/2010
277,3,0.9,120,02/05/2010
277,5,0.9,0,02/05/2010
277,2,0.9,0,02/05/2010
277,4,0.9,20,02/05/2010
277,7,0.9,0,02/05/2010
277,11,0.9,60.6,02/05/2010
277,1,0.9,101,02/05/2010
278,4,0.5,60,02/03/2011
278,2,0.5,20,02/03/2011
278,5,0.5,30,02/03/2011
278,7,0.5,40,02/03/2011
278,1,0.5,160,02/03/2011
278,3,0.5,180,02/03/2011
278,8,0.5,10,02/03/2011
279,4,0.2,10,15/02/2011
279,3,0.2,60,15/02/2011
279,1,0.2,30,15/02/2011
285,3,0.18,120,04/02/2011
285,1,0.18,90,04/02/2011
285,5,0.18,20,04/02/2011
285,4,0.18,90,04/02/2011
286,3,0.62,120,18/02/2011
286,4,0.62,80,18/02/2011
286,1,0.62,200,18/02/2011
286,5,0.62,30,18/02/2011
287,4,0.28,240,24/02/2011
287,3,0.28,300,24/02/2011
287,1,0.28,0,24/02/2011
289,4,0.59,10,12/04/2010
289,2,0.59,3,12/04/2010
289,1,0.59,7,12/04/2010
289,3,0.59,31,12/04/2010
291,1,0.35,40,17/02/2011
292,3,0.47,120,05/02/2011
292,1,0.47,40,05/02/2011
292,4,0.47,45,05/02/2011
292,5,0.47,10,05/02/2011
295,1,0.46,120,25/02/2011
295,3,0.46,120,25/02/2011
295,2,0.46,15,25/02/2011
295,4,0.46,45,25/02/2011
295,14,0.46,35,25/02/2011
295,7,0.46,10,25/02/2011
