"id","id_agricultor","ano_producao","id_certificacao"
2051,194,2013,1
1175,195,2012,1
1711,195,2013,1
1559,196,2012,1
2095,196,2013,1
1497,197,2012,1
2033,197,2013,1
1215,198,2012,1
1751,198,2013,1
1498,199,2012,1
2034,199,2013,1
1154,200,2012,1
1690,200,2013,1
1551,201,2012,1
2087,201,2013,1
1499,202,2012,1
2035,202,2013,1
1244,203,2012,1
1780,203,2013,1
1526,204,2012,1
2062,204,2013,1
1576,205,2012,1
2112,205,2013,1
1145,206,2012,1
1681,206,2013,1
1216,207,2012,1
1752,207,2013,1
1357,208,2012,1
1893,208,2013,1
1343,209,2012,1
1879,209,2013,1
1315,210,2012,1
1851,210,2013,1
1116,211,2012,1
1652,211,2013,1
1539,212,2012,1
2075,212,2013,1
1385,213,2012,1
1921,213,2013,1
1146,214,2012,1
1682,214,2013,1
1147,215,2012,1
1683,215,2013,1
1079,216,2012,1
1615,216,2013,1
1483,217,2012,1
2019,217,2013,1
1155,218,2012,1
1691,218,2013,1
1080,219,2012,1
1616,219,2013,1
1560,220,2012,1
2096,220,2013,1
1527,221,2012,1
2063,221,2013,1
1156,222,2012,1
1692,222,2013,1
1386,223,2012,1
1922,223,2013,1
1193,224,2012,1
1729,224,2013,1
1316,225,2012,1
1852,225,2013,1
1500,226,2012,1
2036,226,2013,1
1419,227,2012,1
1955,227,2013,1
1420,228,2012,1
1956,228,2013,1
1317,229,2012,1
1853,229,2013,1
1540,230,2012,1
2076,230,2013,1
1217,231,2012,1
1753,231,2013,1
1437,232,2012,1
1973,232,2013,1
1218,233,2012,1
1754,233,2013,1
1552,234,2012,1
2088,234,2013,1
1465,235,2012,1
2001,235,2013,1
1284,236,2012,1
1820,236,2013,1
1421,237,2012,1
1957,237,2013,1
1438,238,2012,1
1974,238,2013,1
1318,239,2012,1
1854,239,2013,1
1466,240,2012,1
2002,240,2013,1
1422,241,2012,1
1958,241,2013,1
1117,242,2012,1
1653,242,2013,1
1528,243,2012,1
2064,243,2013,1
1467,244,2012,1
2003,244,2013,1
1561,245,2012,1
2097,245,2013,1
1245,246,2012,1
1781,246,2013,1
1439,247,2012,1
1975,247,2013,1
1157,248,2012,1
1693,248,2013,1
1399,249,2012,1
1935,249,2013,1
1194,250,2012,1
1730,250,2013,1
1319,251,2012,1
1855,251,2013,1
1541,252,2012,1
2077,252,2013,1
1320,253,2012,1
1856,253,2013,1
1529,254,2012,1
2065,254,2013,1
1501,255,2012,1
2037,255,2013,1
1195,256,2012,1
1731,256,2013,1
1196,257,2012,1
1732,257,2013,1
1516,258,2012,1
2052,258,2013,1
1219,259,2012,1
1755,259,2013,1
1158,260,2012,1
1694,260,2013,1
1131,261,2012,1
1667,261,2013,1
1230,262,2012,1
1766,262,2013,1
1197,263,2012,1
1733,263,2013,1
1344,264,2012,1
1880,264,2013,1
1321,265,2012,1
1857,265,2013,1
1220,266,2012,1
1756,266,2013,1
1440,267,2012,1
1976,267,2013,1
1221,268,2012,1
1757,268,2013,1
1358,269,2012,1
1894,269,2013,1
1081,270,2012,1
1617,270,2013,1
1231,271,2012,1
1767,271,2013,1
1082,272,2012,1
1618,272,2013,1
1097,273,2012,1
1633,273,2013,1
1400,274,2012,1
1936,274,2013,1
1098,275,2012,1
1634,275,2013,1
1159,276,2012,1
1695,276,2013,1
1246,277,2012,1
1782,277,2013,1
1322,278,2012,1
1858,278,2013,1
1263,279,2012,1
1799,279,2013,1
1468,280,2012,1
2004,280,2013,1
1359,281,2012,1
1895,281,2013,1
1441,282,2012,1
1977,282,2013,1
1232,283,2012,1
1768,283,2013,1
1387,284,2012,1
1923,284,2013,1
1208,285,2012,1
1744,285,2013,1
1099,286,2012,1
1635,286,2013,1
1083,287,2012,1
1619,287,2013,1
1222,288,2012,1
1758,288,2013,1
1553,289,2012,1
2089,289,2013,1
1456,290,2012,1
1992,290,2013,1
1264,291,2012,1
1800,291,2013,1
1233,292,2012,1
1769,292,2013,1
1388,293,2012,1
1924,293,2013,1
1298,294,2012,1
1834,294,2013,1
1323,295,2012,1
1859,295,2013,1
1291,296,2012,1
1827,296,2013,1
1084,297,2012,1
1620,297,2013,1
1160,298,2012,1
1696,298,2013,1
1360,299,2012,1
1896,299,2013,1
1299,300,2012,1
1835,300,2013,1
1442,301,2012,1
1978,301,2013,1
1285,302,2012,1
1821,302,2013,1
1247,303,2012,1
1783,303,2013,1
1176,304,2012,1
1712,304,2013,1
1085,305,2012,1
1621,305,2013,1
1345,306,2012,1
1881,306,2013,1
1346,307,2012,1
1882,307,2013,1
1443,308,2012,1
1979,308,2013,1
1161,309,2012,1
1697,309,2013,1
1286,310,2012,1
1822,310,2013,1
1324,311,2012,1
1860,311,2013,1
1086,312,2012,1
1622,312,2013,1
1469,313,2012,1
2005,313,2013,1
1300,314,2012,1
1836,314,2013,1
1087,315,2012,1
1623,315,2013,1
1118,316,2012,1
1654,316,2013,1
1088,317,2012,1
1624,317,2013,1
1502,318,2012,1
2038,318,2013,1
1265,319,2012,1
1801,319,2013,1
1389,320,2012,1
1925,320,2013,1
1503,321,2012,1
2039,321,2013,1
1266,322,2012,1
1802,322,2013,1
1390,323,2012,1
1926,323,2013,1
1347,324,2012,1
1883,324,2013,1
1119,325,2012,1
1655,325,2013,1
1120,326,2012,1
1656,326,2013,1
1267,327,2012,1
1803,327,2013,1
1268,328,2012,1
1804,328,2013,1
1391,329,2012,1
1927,329,2013,1
1100,330,2012,1
1636,330,2013,1
1089,331,2012,1
1625,331,2013,1
1287,332,2012,1
1823,332,2013,1
1591,333,2012,1
2127,333,2013,1
1542,334,2012,1
2078,334,2013,1
1248,335,2012,1
1784,335,2013,1
1470,336,2012,1
2006,336,2013,1
1132,337,2012,1
1668,337,2013,1
1133,338,2012,1
1669,338,2013,1
1177,339,2012,1
1713,339,2013,1
1269,340,2012,1
1805,340,2013,1
1401,341,2012,1
1937,341,2013,1
1325,342,2012,1
1861,342,2013,1
1162,343,2012,1
1698,343,2013,1
1163,344,2012,1
1699,344,2013,1
1562,345,2012,1
2098,345,2013,1
1402,346,2012,1
1938,346,2013,1
1101,347,2012,1
1637,347,2013,1
1164,348,2012,1
1700,348,2013,1
1403,349,2012,1
1939,349,2013,1
1165,350,2012,1
1701,350,2013,1
1471,351,2012,1
2007,351,2013,1
1148,352,2012,1
1684,352,2013,1
1423,353,2012,1
1959,353,2013,1
1102,354,2012,1
1638,354,2013,1
1288,355,2012,1
1824,355,2013,1
1326,356,2012,1
1862,356,2013,1
1327,357,2012,1
1863,357,2013,1
1484,358,2012,1
2020,358,2013,1
1270,359,2012,1
1806,359,2013,1
1392,360,2012,1
1928,360,2013,1
1404,361,2012,1
1940,361,2013,1
1361,362,2012,1
1897,362,2013,1
1271,363,2012,1
1807,363,2013,1
1504,364,2012,1
2040,364,2013,1
1328,365,2012,1
1864,365,2013,1
1329,366,2012,1
1865,366,2013,1
1166,367,2012,1
1702,367,2013,1
1602,368,2012,1
2138,368,2013,1
1198,369,2012,1
1734,369,2013,1
1530,370,2012,1
2066,370,2013,1
1444,371,2012,1
1980,371,2013,1
1362,372,2012,1
1898,372,2013,1
1249,373,2012,1
1785,373,2013,1
1167,374,2012,1
1703,374,2013,1
1199,375,2012,1
1735,375,2013,1
1178,376,2012,1
1714,376,2013,1
1405,377,2012,1
1941,377,2013,1
1134,378,2012,1
1670,378,2013,1
1200,379,2012,1
1736,379,2013,1
1517,380,2012,1
2053,380,2013,1
1330,381,2012,1
1866,381,2013,1
1445,382,2012,1
1981,382,2013,1
1457,383,2012,1
1993,383,2013,1
1592,384,2012,1
2128,384,2013,1
1168,385,2012,1
1704,385,2013,1
1331,386,2012,1
1867,386,2013,1
1424,387,2012,1
1960,387,2013,1
1543,388,2012,1
2079,388,2013,1
1103,389,2012,1
1639,389,2013,1
1250,390,2012,1
1786,390,2013,1
1393,391,2012,1
1929,391,2013,1
1544,392,2012,1
2080,392,2013,1
1577,393,2012,1
2113,393,2013,1
1293,394,2012,1
1829,394,2013,1
1179,395,2012,1
1715,395,2013,1
1425,396,2012,1
1961,396,2013,1
1394,397,2012,1
1930,397,2013,1
1234,398,2012,1
1770,398,2013,1
1169,399,2012,1
1705,399,2013,1
1201,400,2012,1
1737,400,2013,1
1363,401,2012,1
1899,401,2013,1
1180,402,2012,1
1716,402,2013,1
1364,403,2012,1
1900,403,2013,1
1332,404,2012,1
1868,404,2013,1
1333,405,2012,1
1869,405,2013,1
1365,406,2012,1
1901,406,2013,1
1485,407,2012,1
2021,407,2013,1
1251,408,2012,1
1787,408,2013,1
1223,409,2012,1
1759,409,2013,1
1301,410,2012,1
1837,410,2013,1
1446,411,2012,1
1982,411,2013,1
1366,412,2012,1
1902,412,2013,1
1518,413,2012,1
2054,413,2013,1
1406,414,2012,1
1942,414,2013,1
1407,415,2012,1
1943,415,2013,1
1272,416,2012,1
1808,416,2013,1
1273,417,2012,1
1809,417,2013,1
1235,418,2012,1
1771,418,2013,1
1274,419,2012,1
1810,419,2013,1
1472,420,2012,1
2008,420,2013,1
1593,421,2012,1
2129,421,2013,1
1334,422,2012,1
1870,422,2013,1
1563,423,2012,1
2099,423,2013,1
1135,424,2012,1
1671,424,2013,1
1224,425,2012,1
1760,425,2013,1
1121,426,2012,1
1657,426,2013,1
1348,427,2012,1
1884,427,2013,1
1505,428,2012,1
2041,428,2013,1
1335,429,2012,1
1871,429,2013,1
1367,430,2012,1
1903,430,2013,1
1170,431,2012,1
1706,431,2013,1
1531,432,2012,1
2067,432,2013,1
1302,433,2012,1
1838,433,2013,1
1447,434,2012,1
1983,434,2013,1
1506,435,2012,1
2042,435,2013,1
1473,436,2012,1
2009,436,2013,1
1448,437,2012,1
1984,437,2013,1
1252,438,2012,1
1788,438,2013,1
1554,439,2012,1
2090,439,2013,1
1336,440,2012,1
1872,440,2013,1
1449,441,2012,1
1985,441,2013,1
1090,442,2012,1
1626,442,2013,1
1486,443,2012,1
2022,443,2013,1
1532,444,2012,1
2068,444,2013,1
1474,445,2012,1
2010,445,2013,1
1545,446,2012,1
2081,446,2013,1
1426,447,2012,1
1962,447,2013,1
1171,448,2012,1
1707,448,2013,1
1519,449,2012,1
2055,449,2013,1
1520,450,2012,1
2056,450,2013,1
1104,451,2012,1
1640,451,2013,1
1368,452,2012,1
1904,452,2013,1
1475,453,2012,1
2011,453,2013,1
1476,454,2012,1
2012,454,2013,1
1202,455,2012,1
1738,455,2013,1
1149,456,2012,1
1685,456,2013,1
1578,457,2012,1
2114,457,2013,1
1275,458,2012,1
1811,458,2013,1
1369,459,2012,1
1905,459,2013,1
1408,460,2012,1
1944,460,2013,1
1458,461,2012,1
1994,461,2013,1
1203,462,2012,1
1739,462,2013,1
1122,463,2012,1
1658,463,2013,1
1204,464,2012,1
1740,464,2013,1
1370,465,2012,1
1906,465,2013,1
1371,466,2012,1
1907,466,2013,1
1546,467,2012,1
2082,467,2013,1
1579,468,2012,1
2115,468,2013,1
1521,469,2012,1
2057,469,2013,1
1603,470,2012,1
2139,470,2013,1
1372,471,2012,1
1908,471,2013,1
1450,472,2012,1
1986,472,2013,1
1533,473,2012,1
2069,473,2013,1
1349,474,2012,1
1885,474,2013,1
1105,475,2012,1
1641,475,2013,1
1225,476,2012,1
1761,476,2013,1
1373,477,2012,1
1909,477,2013,1
1564,478,2012,1
2100,478,2013,1
1555,479,2012,1
2091,479,2013,1
1534,480,2012,1
2070,480,2013,1
1507,481,2012,1
2043,481,2013,1
1594,482,2012,1
2130,482,2013,1
1477,483,2012,1
2013,483,2013,1
1226,484,2012,1
1762,484,2013,1
1337,485,2012,1
1873,485,2013,1
1236,486,2012,1
1772,486,2013,1
1091,487,2012,1
1627,487,2013,1
1565,488,2012,1
2101,488,2013,1
1136,489,2012,1
1672,489,2013,1
1253,490,2012,1
1789,490,2013,1
1478,491,2012,1
2014,491,2013,1
1508,492,2012,1
2044,492,2013,1
1580,493,2012,1
2116,493,2013,1
1123,494,2012,1
1659,494,2013,1
1374,495,2012,1
1910,495,2013,1
1427,496,2012,1
1963,496,2013,1
1428,497,2012,1
1964,497,2013,1
1124,498,2012,1
1660,498,2013,1
1294,499,2012,1
1830,499,2013,1
1205,500,2012,1
1741,500,2013,1
1375,501,2012,1
1911,501,2013,1
1604,502,2012,1
2140,502,2013,1
1289,503,2012,1
1825,503,2013,1
1292,504,2012,1
1828,504,2013,1
1276,505,2012,1
1812,505,2013,1
1338,506,2012,1
1874,506,2013,1
1172,507,2012,1
1708,507,2013,1
1429,508,2012,1
1965,508,2013,1
1430,509,2012,1
1966,509,2013,1
1237,510,2012,1
1773,510,2013,1
1409,511,2012,1
1945,511,2013,1
1277,512,2012,1
1813,512,2013,1
1278,513,2012,1
1814,513,2013,1
1376,514,2012,1
1912,514,2013,1
1279,515,2012,1
1815,515,2013,1
1206,516,2012,1
1742,516,2013,1
1566,517,2012,1
2102,517,2013,1
1137,518,2012,1
1673,518,2013,1
1605,519,2012,1
2141,519,2013,1
1280,520,2012,1
1816,520,2013,1
1238,521,2012,1
1774,521,2013,1
1281,522,2012,1
1817,522,2013,1
1092,523,2012,1
1628,523,2013,1
1395,524,2012,1
1931,524,2013,1
1207,525,2012,1
1743,525,2013,1
1254,526,2012,1
1790,526,2013,1
1606,527,2012,1
2142,527,2013,1
1290,528,2012,1
1826,528,2013,1
1093,529,2012,1
1629,529,2013,1
1581,530,2012,1
2117,530,2013,1
1595,531,2012,1
2131,531,2013,1
1479,532,2012,1
2015,532,2013,1
1451,533,2012,1
1987,533,2013,1
1094,534,2012,1
1630,534,2013,1
1255,535,2012,1
1791,535,2013,1
1339,536,2012,1
1875,536,2013,1
278,1,2010,2
53,2,2010,2
589,2,2011,2
109,3,2010,2
645,3,2011,2
184,4,2010,2
720,4,2011,2
338,5,2010,2
874,5,2011,2
380,6,2010,2
916,6,2011,2
54,7,2010,2
590,7,2011,2
1,8,2010,2
537,8,2011,2
381,9,2010,2
917,9,2011,2
231,10,2010,2
767,10,2011,2
305,11,2010,2
841,11,2011,2
2,12,2010,2
538,12,2011,2
415,13,2010,2
951,13,2011,2
484,14,2010,2
1020,14,2011,2
268,15,2010,2
804,15,2011,2
232,16,2010,2
768,16,2011,2
510,17,2010,2
1046,17,2011,2
34,18,2010,2
570,18,2011,2
233,19,2010,2
769,19,2011,2
339,20,2010,2
875,20,2011,2
450,21,2010,2
986,21,2011,2
185,22,2010,2
721,22,2011,2
167,23,2010,2
703,23,2011,2
78,24,2010,2
614,24,2011,2
79,25,2010,2
615,25,2011,2
234,26,2010,2
770,26,2011,2
3,27,2010,2
539,27,2011,2
223,28,2010,2
759,28,2011,2
279,29,2010,2
815,29,2011,2
437,30,2010,2
973,30,2011,2
137,31,2010,2
673,31,2011,2
101,32,2010,2
637,32,2011,2
359,33,2010,2
895,33,2011,2
360,34,2010,2
896,34,2011,2
235,35,2010,2
771,35,2011,2
138,36,2010,2
674,36,2011,2
110,37,2010,2
646,37,2011,2
280,38,2010,2
816,38,2011,2
236,39,2010,2
772,39,2011,2
237,40,2010,2
773,40,2011,2
238,41,2010,2
774,41,2011,2
524,42,2010,2
1060,42,2011,2
23,43,2010,2
559,43,2011,2
463,44,2010,2
999,44,2011,2
485,45,2010,2
1021,45,2011,2
361,46,2010,2
897,46,2011,2
438,47,2010,2
974,47,2011,2
495,48,2010,2
1031,48,2011,2
496,49,2010,2
1032,49,2011,2
464,50,2010,2
1000,50,2011,2
465,51,2010,2
1001,51,2011,2
439,52,2010,2
975,52,2011,2
111,53,2010,2
647,53,2011,2
269,54,2010,2
805,54,2011,2
416,55,2010,2
952,55,2011,2
475,56,2010,2
1011,56,2011,2
324,57,2010,2
860,57,2011,2
440,58,2010,2
976,58,2011,2
408,59,2010,2
944,59,2011,2
497,60,2010,2
1033,60,2011,2
387,61,2010,2
923,61,2011,2
409,62,2010,2
945,62,2011,2
417,63,2010,2
953,63,2011,2
418,64,2010,2
954,64,2011,2
306,65,2010,2
842,65,2011,2
498,66,2010,2
1034,66,2011,2
307,67,2010,2
843,67,2011,2
410,68,2010,2
946,68,2011,2
308,69,2010,2
844,69,2011,2
525,70,2010,2
1061,70,2011,2
139,71,2010,2
675,71,2011,2
388,72,2010,2
924,72,2011,2
112,73,2010,2
648,73,2011,2
476,74,2010,2
1012,74,2011,2
477,75,2010,2
155,76,2010,2
691,76,2011,2
281,77,2010,2
817,77,2011,2
270,78,2010,2
806,78,2011,2
451,79,2010,2
987,79,2011,2
186,80,2010,2
722,80,2011,2
325,81,2010,2
861,81,2011,2
4,82,2010,2
540,82,2011,2
55,83,2010,2
591,83,2011,2
80,84,2010,2
616,84,2011,2
140,85,2010,2
676,85,2011,2
309,86,2010,2
845,86,2011,2
187,87,2010,2
723,87,2011,2
326,88,2010,2
862,88,2011,2
66,89,2010,2
602,89,2011,2
362,90,2010,2
898,90,2011,2
81,91,2010,2
617,91,2011,2
113,92,2010,2
649,92,2011,2
35,93,2010,2
571,93,2011,2
210,94,2010,2
746,94,2011,2
168,95,2010,2
704,95,2011,2
169,96,2010,2
705,96,2011,2
239,97,2010,2
775,97,2011,2
102,98,2010,2
638,98,2011,2
382,99,2010,2
918,99,2011,2
340,100,2010,2
876,100,2011,2
36,101,2010,2
572,101,2011,2
67,102,2010,2
603,102,2011,2
389,103,2010,2
925,103,2011,2
499,104,2010,2
1035,104,2011,2
535,105,2010,2
1071,105,2011,2
536,106,2010,2
1072,106,2011,2
188,107,2010,2
724,107,2011,2
341,108,2010,2
877,108,2011,2
310,109,2010,2
846,109,2011,2
141,110,2010,2
677,110,2011,2
156,111,2010,2
692,111,2011,2
114,112,2010,2
650,112,2011,2
157,113,2010,2
693,113,2011,2
311,114,2010,2
847,114,2011,2
342,115,2010,2
878,115,2011,2
390,116,2010,2
926,116,2011,2
500,117,2010,2
1036,117,2011,2
343,118,2010,2
879,118,2011,2
115,119,2010,2
651,119,2011,2
344,120,2010,2
880,120,2011,2
5,121,2010,2
541,121,2011,2
282,122,2010,2
818,122,2011,2
170,123,2010,2
706,123,2011,2
37,124,2010,2
573,124,2011,2
24,125,2010,2
560,125,2011,2
240,126,2010,2
776,126,2011,2
56,127,2010,2
592,127,2011,2
363,128,2010,2
899,128,2011,2
364,129,2010,2
900,129,2011,2
526,130,2010,2
1062,130,2011,2
68,131,2010,2
604,131,2011,2
441,132,2010,2
977,132,2011,2
501,133,2010,2
1037,133,2011,2
466,134,2010,2
1002,134,2011,2
142,135,2010,2
678,135,2011,2
511,136,2010,2
1047,136,2011,2
241,137,2010,2
777,137,2011,2
283,138,2010,2
819,138,2011,2
242,139,2010,2
778,139,2011,2
512,140,2010,2
1048,140,2011,2
69,141,2010,2
605,141,2011,2
527,142,2010,2
1063,142,2011,2
57,143,2010,2
593,143,2011,2
70,144,2010,2
606,144,2011,2
171,145,2010,2
707,145,2011,2
189,146,2010,2
725,146,2011,2
312,147,2010,2
848,147,2011,2
58,148,2010,2
594,148,2011,2
391,149,2010,2
927,149,2011,2
383,150,2010,2
919,150,2011,2
224,151,2010,2
760,151,2011,2
38,152,2010,2
574,152,2011,2
211,153,2010,2
747,153,2011,2
225,154,2010,2
761,154,2011,2
39,155,2010,2
575,155,2011,2
528,156,2010,2
1064,156,2011,2
345,157,2010,2
881,157,2011,2
40,158,2010,2
576,158,2011,2
346,159,2010,2
882,159,2011,2
41,160,2010,2
577,160,2011,2
71,161,2010,2
607,161,2011,2
452,162,2010,2
988,162,2011,2
502,163,2010,2
1038,163,2011,2
419,164,2010,2
955,164,2011,2
42,165,2010,2
578,165,2011,2
453,166,2010,2
989,166,2011,2
442,167,2010,2
978,167,2011,2
116,168,2010,2
652,168,2011,2
420,169,2010,2
956,169,2011,2
486,170,2010,2
1022,170,2011,2
503,171,2010,2
1039,171,2011,2
478,172,2010,2
1014,172,2011,2
529,173,2010,2
1065,173,2011,2
190,174,2010,2
726,174,2011,2
43,175,2010,2
579,175,2011,2
513,176,2010,2
1049,176,2011,2
284,177,2010,2
820,177,2011,2
392,178,2010,2
928,178,2011,2
514,179,2010,2
1050,179,2011,2
