"","Cultura","Amendoim","Feijão","Gergelim","Jerimum","Melancia","Milho","Sorgo.Forragem"
"1","Correlação c/ Algodão",0.553553701975123,0.384302166340598,0.461354840141081,0.291666713532867,0.255533690602245,0.430304193596836,0.439162122107425
