"id_agricultor","ano_producao","id_certificacao"
461,2013,1
61,2013,1
72,2013,1
103,2013,1
116,2013,1
149,2013,1
178,2013,1
235,2013,1
240,2013,1
244,2013,1
280,2013,1
313,2013,1
336,2013,1
351,2013,1
420,2013,1
436,2013,1
445,2013,1
453,2013,1
454,2013,1
483,2013,1
491,2013,1
532,2013,1
59,2013,1
62,2013,1
68,2013,1
217,2013,1
358,2013,1
407,2013,1
443,2013,1
13,2013,1
55,2013,1
63,2013,1
64,2013,1
164,2013,1
169,2013,1
183,2013,1
185,2013,1
186,2013,1
189,2013,1
197,2013,1
199,2013,1
202,2013,1
226,2013,1
255,2013,1
318,2013,1
321,2013,1
364,2013,1
428,2013,1
435,2013,1
481,2013,1
492,2013,1
30,2013,1
47,2013,1
52,2013,1
58,2013,1
132,2013,1
167,2013,1
194,2013,1
258,2013,1
380,2013,1
413,2013,1
449,2013,1
450,2013,1
469,2013,1
21,2013,1
79,2013,1
162,2013,1
166,2013,1
204,2013,1
221,2013,1
243,2013,1
254,2013,1
370,2013,1
432,2013,1
444,2013,1
473,2013,1
480,2013,1
44,2013,1
50,2013,1
51,2013,1
134,2013,1
212,2013,1
230,2013,1
252,2013,1
334,2013,1
388,2013,1
392,2013,1
446,2013,1
467,2013,1
56,2013,1
74,2013,1
75,2013,1
172,2013,1
201,2013,1
234,2013,1
289,2013,1
439,2013,1
479,2013,1
14,2013,1
45,2013,1
170,2013,1
196,2013,1
220,2013,1
245,2013,1
345,2013,1
423,2013,1
478,2013,1
488,2013,1
517,2013,1
48,2013,1
49,2013,1
60,2013,1
66,2013,1
104,2013,1
117,2013,1
133,2013,1
163,2013,1
171,2013,1
205,2013,1
393,2013,1
457,2013,1
468,2013,1
493,2013,1
530,2013,1
17,2013,1
136,2013,1
140,2013,1
176,2013,1
179,2013,1
182,2013,1
187,2013,1
191,2013,1
193,2013,1
333,2013,1
384,2013,1
421,2013,1
482,2013,1
531,2013,1
42,2013,1
70,2013,1
130,2013,1
142,2013,1
156,2013,1
173,2013,1
368,2013,1
470,2013,1
502,2013,1
519,2013,1
527,2013,1
105,2013,1
106,2013,1
