"id_agricultor","ano_producao","id_certificacao"
490,2010,2
526,2010,2
535,2010,2
4,2010,2
22,2010,2
80,2010,2
87,2010,2
107,2010,2
146,2010,2
174,2010,2
279,2010,2
291,2010,2
319,2010,2
322,2010,2
327,2010,2
328,2010,2
340,2010,2
359,2010,2
363,2010,2
416,2010,2
417,2010,2
419,2010,2
458,2010,2
505,2010,2
512,2010,2
513,2010,2
515,2010,2
520,2010,2
522,2010,2
94,2010,2
153,2010,2
236,2010,2
302,2010,2
310,2010,2
332,2010,2
355,2010,2
503,2010,2
528,2010,2
296,2010,2
504,2010,2
394,2010,2
499,2010,2
28,2010,2
151,2010,2
154,2010,2
294,2010,2
300,2010,2
314,2010,2
410,2010,2
433,2010,2
10,2010,2
16,2010,2
19,2010,2
26,2010,2
35,2010,2
39,2010,2
40,2010,2
41,2010,2
97,2010,2
126,2010,2
137,2010,2
139,2010,2
210,2010,2
225,2010,2
229,2010,2
239,2010,2
251,2010,2
253,2010,2
265,2010,2
278,2010,2
295,2010,2
311,2010,2
342,2010,2
356,2010,2
357,2010,2
365,2010,2
366,2010,2
381,2010,2
386,2010,2
404,2010,2
405,2010,2
422,2010,2
429,2010,2
440,2010,2
485,2010,2
506,2010,2
536,2010,2
15,2010,2
54,2010,2
78,2010,2
209,2010,2
264,2010,2
306,2010,2
307,2010,2
324,2010,2
427,2010,2
474,2010,2
1,2010,2
29,2010,2
38,2010,2
77,2010,2
122,2010,2
138,2010,2
177,2010,2
208,2010,2
269,2010,2
281,2010,2
299,2010,2
362,2010,2
372,2010,2
401,2010,2
403,2010,2
406,2010,2
412,2010,2
430,2010,2
452,2010,2
459,2010,2
465,2010,2
466,2010,2
471,2010,2
477,2010,2
495,2010,2
501,2010,2
514,2010,2
11,2010,2
65,2010,2
67,2010,2
69,2010,2
86,2010,2
109,2010,2
114,2010,2
147,2010,2
213,2010,2
223,2010,2
284,2010,2
293,2010,2
320,2010,2
323,2010,2
329,2010,2
360,2010,2
391,2010,2
397,2010,2
524,2010,2
57,2010,2
81,2010,2
88,2010,2
249,2010,2
274,2010,2
341,2010,2
346,2010,2
349,2010,2
361,2010,2
377,2010,2
414,2010,2
415,2010,2
460,2010,2
511,2010,2
5,2010,2
20,2010,2
100,2010,2
108,2010,2
115,2010,2
118,2010,2
120,2010,2
157,2010,2
159,2010,2
227,2010,2
228,2010,2
237,2010,2
241,2010,2
353,2010,2
387,2010,2
396,2010,2
447,2010,2
496,2010,2
497,2010,2
508,2010,2
509,2010,2
33,2010,2
34,2010,2
46,2010,2
90,2010,2
128,2010,2
129,2010,2
232,2010,2
238,2010,2
247,2010,2
267,2010,2
282,2010,2
301,2010,2
308,2010,2
371,2010,2
382,2010,2
411,2010,2
434,2010,2
437,2010,2
441,2010,2
472,2010,2
533,2010,2
6,2010,2
9,2010,2
99,2010,2
150,2010,2
290,2010,2
383,2010,2
461,2010,2
61,2010,2
72,2010,2
103,2010,2
116,2010,2
149,2010,2
178,2010,2
235,2010,2
240,2010,2
244,2010,2
280,2010,2
313,2010,2
336,2010,2
351,2010,2
420,2010,2
436,2010,2
445,2010,2
453,2010,2
454,2010,2
483,2010,2
491,2010,2
532,2010,2
59,2010,2
62,2010,2
68,2010,2
217,2010,2
358,2010,2
407,2010,2
443,2010,2
13,2010,2
55,2010,2
63,2010,2
64,2010,2
164,2010,2
169,2010,2
183,2010,2
185,2010,2
186,2010,2
189,2010,2
197,2010,2
199,2010,2
202,2010,2
226,2010,2
255,2010,2
318,2010,2
321,2010,2
364,2010,2
428,2010,2
435,2010,2
481,2010,2
492,2010,2
30,2010,2
47,2010,2
52,2010,2
58,2010,2
132,2010,2
167,2010,2
194,2010,2
258,2010,2
380,2010,2
413,2010,2
449,2010,2
450,2010,2
469,2010,2
21,2010,2
79,2010,2
162,2010,2
166,2010,2
204,2010,2
221,2010,2
243,2010,2
254,2010,2
370,2010,2
432,2010,2
444,2010,2
473,2010,2
480,2010,2
44,2010,2
50,2010,2
51,2010,2
134,2010,2
212,2010,2
230,2010,2
252,2010,2
334,2010,2
388,2010,2
392,2010,2
446,2010,2
467,2010,2
56,2010,2
74,2010,2
75,2010,2
172,2010,2
201,2010,2
234,2010,2
289,2010,2
439,2010,2
479,2010,2
14,2010,2
45,2010,2
170,2010,2
196,2010,2
220,2010,2
245,2010,2
345,2010,2
423,2010,2
478,2010,2
488,2010,2
517,2010,2
48,2010,2
49,2010,2
60,2010,2
66,2010,2
104,2010,2
117,2010,2
133,2010,2
163,2010,2
171,2010,2
205,2010,2
393,2010,2
457,2010,2
468,2010,2
493,2010,2
530,2010,2
17,2010,2
136,2010,2
140,2010,2
176,2010,2
179,2010,2
182,2010,2
187,2010,2
191,2010,2
193,2010,2
333,2010,2
384,2010,2
421,2010,2
482,2010,2
531,2010,2
42,2010,2
70,2010,2
130,2010,2
142,2010,2
156,2010,2
173,2010,2
368,2010,2
470,2010,2
502,2010,2
519,2010,2
527,2010,2
105,2010,2
106,2010,2
8,2011,2
12,2011,2
27,2011,2
82,2011,2
121,2011,2
190,2011,2
216,2011,2
219,2011,2
270,2011,2
272,2011,2
287,2011,2
297,2011,2
305,2011,2
312,2011,2
315,2011,2
317,2011,2
331,2011,2
442,2011,2
487,2011,2
523,2011,2
529,2011,2
534,2011,2
43,2011,2
125,2011,2
273,2011,2
275,2011,2
286,2011,2
330,2011,2
347,2011,2
354,2011,2
389,2011,2
451,2011,2
475,2011,2
18,2011,2
93,2011,2
101,2011,2
124,2011,2
152,2011,2
155,2011,2
158,2011,2
160,2011,2
165,2011,2
175,2011,2
211,2011,2
242,2011,2
316,2011,2
325,2011,2
326,2011,2
426,2011,2
463,2011,2
494,2011,2
498,2011,2
2,2011,2
7,2011,2
83,2011,2
127,2011,2
143,2011,2
148,2011,2
261,2011,2
337,2011,2
338,2011,2
378,2011,2
424,2011,2
489,2011,2
518,2011,2
89,2011,2
102,2011,2
131,2011,2
141,2011,2
144,2011,2
161,2011,2
192,2011,2
206,2011,2
214,2011,2
215,2011,2
352,2011,2
456,2011,2
24,2011,2
25,2011,2
84,2011,2
91,2011,2
200,2011,2
218,2011,2
222,2011,2
248,2011,2
260,2011,2
276,2011,2
298,2011,2
309,2011,2
343,2011,2
344,2011,2
348,2011,2
350,2011,2
367,2011,2
374,2011,2
385,2011,2
399,2011,2
431,2011,2
448,2011,2
507,2011,2
32,2011,2
98,2011,2
195,2011,2
304,2011,2
339,2011,2
376,2011,2
395,2011,2
402,2011,2
3,2011,2
37,2011,2
53,2011,2
73,2011,2
92,2011,2
112,2011,2
119,2011,2
168,2011,2
180,2011,2
181,2011,2
184,2011,2
188,2011,2
224,2011,2
250,2011,2
256,2011,2
257,2011,2
263,2011,2
369,2011,2
375,2011,2
379,2011,2
400,2011,2
455,2011,2
462,2011,2
464,2011,2
500,2011,2
516,2011,2
525,2011,2
285,2011,2
31,2011,2
36,2011,2
71,2011,2
85,2011,2
110,2011,2
135,2011,2
198,2011,2
207,2011,2
231,2011,2
233,2011,2
259,2011,2
266,2011,2
268,2011,2
288,2011,2
409,2011,2
425,2011,2
476,2011,2
484,2011,2
76,2011,2
111,2011,2
113,2011,2
262,2011,2
271,2011,2
283,2011,2
292,2011,2
398,2011,2
418,2011,2
486,2011,2
510,2011,2
521,2011,2
23,2011,2
95,2011,2
96,2011,2
123,2011,2
145,2011,2
203,2011,2
246,2011,2
277,2011,2
303,2011,2
335,2011,2
373,2011,2
390,2011,2
408,2011,2
438,2011,2
490,2011,2
526,2011,2
535,2011,2
4,2011,2
22,2011,2
80,2011,2
87,2011,2
107,2011,2
146,2011,2
174,2011,2
279,2011,2
291,2011,2
319,2011,2
322,2011,2
327,2011,2
328,2011,2
340,2011,2
359,2011,2
363,2011,2
416,2011,2
417,2011,2
419,2011,2
458,2011,2
505,2011,2
512,2011,2
513,2011,2
515,2011,2
520,2011,2
522,2011,2
94,2011,2
153,2011,2
236,2011,2
302,2011,2
310,2011,2
332,2011,2
355,2011,2
503,2011,2
528,2011,2
296,2011,2
504,2011,2
394,2011,2
499,2011,2
28,2011,2
151,2011,2
154,2011,2
294,2011,2
300,2011,2
314,2011,2
410,2011,2
433,2011,2
10,2011,2
16,2011,2
19,2011,2
26,2011,2
35,2011,2
39,2011,2
40,2011,2
41,2011,2
97,2011,2
126,2011,2
137,2011,2
139,2011,2
210,2011,2
225,2011,2
229,2011,2
239,2011,2
251,2011,2
253,2011,2
265,2011,2
278,2011,2
295,2011,2
311,2011,2
342,2011,2
356,2011,2
357,2011,2
365,2011,2
366,2011,2
381,2011,2
386,2011,2
404,2011,2
405,2011,2
422,2011,2
429,2011,2
440,2011,2
485,2011,2
506,2011,2
536,2011,2
15,2011,2
54,2011,2
78,2011,2
209,2011,2
264,2011,2
306,2011,2
307,2011,2
324,2011,2
427,2011,2
474,2011,2
1,2011,2
29,2011,2
38,2011,2
77,2011,2
122,2011,2
138,2011,2
177,2011,2
208,2011,2
269,2011,2
281,2011,2
299,2011,2
362,2011,2
372,2011,2
401,2011,2
403,2011,2
406,2011,2
412,2011,2
430,2011,2
452,2011,2
459,2011,2
465,2011,2
466,2011,2
471,2011,2
477,2011,2
495,2011,2
501,2011,2
514,2011,2
11,2011,2
65,2011,2
67,2011,2
69,2011,2
86,2011,2
109,2011,2
114,2011,2
147,2011,2
213,2011,2
223,2011,2
284,2011,2
293,2011,2
320,2011,2
323,2011,2
329,2011,2
360,2011,2
391,2011,2
397,2011,2
524,2011,2
57,2011,2
81,2011,2
88,2011,2
249,2011,2
274,2011,2
341,2011,2
346,2011,2
349,2011,2
361,2011,2
377,2011,2
414,2011,2
415,2011,2
460,2011,2
511,2011,2
5,2011,2
20,2011,2
100,2011,2
108,2011,2
115,2011,2
118,2011,2
120,2011,2
157,2011,2
159,2011,2
227,2011,2
228,2011,2
237,2011,2
241,2011,2
353,2011,2
387,2011,2
396,2011,2
447,2011,2
496,2011,2
497,2011,2
508,2011,2
509,2011,2
33,2011,2
34,2011,2
46,2011,2
90,2011,2
128,2011,2
129,2011,2
232,2011,2
238,2011,2
247,2011,2
267,2011,2
282,2011,2
301,2011,2
308,2011,2
371,2011,2
382,2011,2
411,2011,2
434,2011,2
437,2011,2
441,2011,2
472,2011,2
533,2011,2
6,2011,2
9,2011,2
99,2011,2
150,2011,2
290,2011,2
383,2011,2
461,2011,2
61,2011,2
72,2011,2
103,2011,2
116,2011,2
149,2011,2
178,2011,2
235,2011,2
240,2011,2
244,2011,2
280,2011,2
313,2011,2
336,2011,2
351,2011,2
420,2011,2
436,2011,2
445,2011,2
453,2011,2
454,2011,2
483,2011,2
491,2011,2
532,2011,2
59,2011,2
62,2011,2
68,2011,2
217,2011,2
358,2011,2
407,2011,2
443,2011,2
13,2011,2
55,2011,2
63,2011,2
64,2011,2
164,2011,2
169,2011,2
183,2011,2
185,2011,2
186,2011,2
189,2011,2
197,2011,2
199,2011,2
202,2011,2
226,2011,2
255,2011,2
318,2011,2
321,2011,2
364,2011,2
428,2011,2
435,2011,2
481,2011,2
492,2011,2
30,2011,2
47,2011,2
52,2011,2
58,2011,2
132,2011,2
167,2011,2
194,2011,2
258,2011,2
380,2011,2
413,2011,2
449,2011,2
450,2011,2
469,2011,2
21,2011,2
79,2011,2
162,2011,2
166,2011,2
204,2011,2
221,2011,2
243,2011,2
254,2011,2
370,2011,2
432,2011,2
444,2011,2
473,2011,2
480,2011,2
44,2011,2
50,2011,2
51,2011,2
134,2011,2
212,2011,2
230,2011,2
252,2011,2
334,2011,2
388,2011,2
392,2011,2
446,2011,2
467,2011,2
56,2011,2
74,2011,2
75,2011,2
172,2011,2
201,2011,2
234,2011,2
289,2011,2
439,2011,2
479,2011,2
14,2011,2
45,2011,2
170,2011,2
196,2011,2
220,2011,2
245,2011,2
345,2011,2
423,2011,2
478,2011,2
488,2011,2
517,2011,2
48,2011,2
49,2011,2
60,2011,2
66,2011,2
104,2011,2
117,2011,2
133,2011,2
163,2011,2
171,2011,2
205,2011,2
393,2011,2
457,2011,2
468,2011,2
493,2011,2
530,2011,2
17,2011,2
136,2011,2
140,2011,2
176,2011,2
179,2011,2
182,2011,2
187,2011,2
191,2011,2
193,2011,2
333,2011,2
384,2011,2
421,2011,2
482,2011,2
531,2011,2
42,2011,2
70,2011,2
130,2011,2
142,2011,2
156,2011,2
173,2011,2
368,2011,2
470,2011,2
502,2011,2
519,2011,2
527,2011,2
105,2011,2
106,2011,2
8,2012,1
12,2012,1
27,2012,1
82,2012,1
121,2012,1
190,2012,1
216,2012,1
219,2012,1
270,2012,1
272,2012,1
287,2012,1
297,2012,1
305,2012,1
312,2012,1
315,2012,1
317,2012,1
331,2012,1
442,2012,1
487,2012,1
523,2012,1
529,2012,1
534,2012,1
43,2012,1
125,2012,1
273,2012,1
275,2012,1
286,2012,1
330,2012,1
347,2012,1
354,2012,1
389,2012,1
451,2012,1
475,2012,1
18,2012,1
93,2012,1
101,2012,1
124,2012,1
152,2012,1
155,2012,1
158,2012,1
160,2012,1
165,2012,1
175,2012,1
211,2012,1
242,2012,1
316,2012,1
325,2012,1
326,2012,1
426,2012,1
463,2012,1
494,2012,1
498,2012,1
2,2012,1
7,2012,1
83,2012,1
127,2012,1
143,2012,1
148,2012,1
261,2012,1
337,2012,1
338,2012,1
378,2012,1
424,2012,1
489,2012,1
518,2012,1
89,2012,1
102,2012,1
131,2012,1
141,2012,1
144,2012,1
161,2012,1
192,2012,1
206,2012,1
214,2012,1
215,2012,1
352,2012,1
456,2012,1
24,2012,1
25,2012,1
84,2012,1
91,2012,1
200,2012,1
218,2012,1
222,2012,1
248,2012,1
260,2012,1
276,2012,1
298,2012,1
309,2012,1
343,2012,1
344,2012,1
348,2012,1
350,2012,1
367,2012,1
374,2012,1
385,2012,1
399,2012,1
431,2012,1
448,2012,1
507,2012,1
32,2012,1
98,2012,1
195,2012,1
304,2012,1
339,2012,1
376,2012,1
395,2012,1
402,2012,1
3,2012,1
37,2012,1
53,2012,1
73,2012,1
92,2012,1
112,2012,1
119,2012,1
168,2012,1
180,2012,1
181,2012,1
184,2012,1
188,2012,1
224,2012,1
250,2012,1
256,2012,1
257,2012,1
263,2012,1
369,2012,1
375,2012,1
379,2012,1
400,2012,1
455,2012,1
462,2012,1
464,2012,1
500,2012,1
516,2012,1
525,2012,1
285,2012,1
31,2012,1
36,2012,1
71,2012,1
85,2012,1
110,2012,1
135,2012,1
198,2012,1
207,2012,1
231,2012,1
233,2012,1
259,2012,1
266,2012,1
268,2012,1
288,2012,1
409,2012,1
425,2012,1
476,2012,1
484,2012,1
76,2012,1
111,2012,1
113,2012,1
262,2012,1
271,2012,1
283,2012,1
292,2012,1
398,2012,1
418,2012,1
486,2012,1
510,2012,1
521,2012,1
23,2012,1
95,2012,1
96,2012,1
123,2012,1
145,2012,1
203,2012,1
246,2012,1
277,2012,1
303,2012,1
335,2012,1
373,2012,1
390,2012,1
408,2012,1
438,2012,1
490,2012,1
526,2012,1
535,2012,1
4,2012,1
22,2012,1
80,2012,1
87,2012,1
107,2012,1
146,2012,1
174,2012,1
279,2012,1
291,2012,1
319,2012,1
322,2012,1
327,2012,1
328,2012,1
340,2012,1
359,2012,1
363,2012,1
416,2012,1
417,2012,1
419,2012,1
458,2012,1
505,2012,1
512,2012,1
513,2012,1
515,2012,1
520,2012,1
522,2012,1
94,2012,1
153,2012,1
236,2012,1
302,2012,1
310,2012,1
332,2012,1
355,2012,1
503,2012,1
528,2012,1
296,2012,1
504,2012,1
394,2012,1
499,2012,1
28,2012,1
151,2012,1
154,2012,1
294,2012,1
300,2012,1
314,2012,1
410,2012,1
433,2012,1
10,2012,1
16,2012,1
19,2012,1
26,2012,1
35,2012,1
39,2012,1
40,2012,1
41,2012,1
97,2012,1
126,2012,1
137,2012,1
139,2012,1
210,2012,1
225,2012,1
229,2012,1
239,2012,1
251,2012,1
253,2012,1
265,2012,1
278,2012,1
295,2012,1
311,2012,1
342,2012,1
356,2012,1
357,2012,1
365,2012,1
366,2012,1
381,2012,1
386,2012,1
404,2012,1
405,2012,1
422,2012,1
429,2012,1
440,2012,1
485,2012,1
506,2012,1
536,2012,1
15,2012,1
54,2012,1
78,2012,1
209,2012,1
264,2012,1
306,2012,1
307,2012,1
324,2012,1
427,2012,1
474,2012,1
1,2012,1
29,2012,1
38,2012,1
77,2012,1
122,2012,1
138,2012,1
177,2012,1
208,2012,1
269,2012,1
281,2012,1
299,2012,1
362,2012,1
372,2012,1
401,2012,1
403,2012,1
406,2012,1
412,2012,1
430,2012,1
452,2012,1
459,2012,1
465,2012,1
466,2012,1
471,2012,1
477,2012,1
495,2012,1
501,2012,1
514,2012,1
11,2012,1
65,2012,1
67,2012,1
69,2012,1
86,2012,1
109,2012,1
114,2012,1
147,2012,1
213,2012,1
223,2012,1
284,2012,1
293,2012,1
320,2012,1
323,2012,1
329,2012,1
360,2012,1
391,2012,1
397,2012,1
524,2012,1
57,2012,1
81,2012,1
88,2012,1
249,2012,1
274,2012,1
341,2012,1
346,2012,1
349,2012,1
361,2012,1
377,2012,1
414,2012,1
415,2012,1
460,2012,1
511,2012,1
5,2012,1
20,2012,1
100,2012,1
108,2012,1
115,2012,1
118,2012,1
120,2012,1
157,2012,1
159,2012,1
227,2012,1
228,2012,1
237,2012,1
241,2012,1
353,2012,1
387,2012,1
396,2012,1
447,2012,1
496,2012,1
497,2012,1
508,2012,1
509,2012,1
33,2012,1
34,2012,1
46,2012,1
90,2012,1
128,2012,1
129,2012,1
232,2012,1
238,2012,1
247,2012,1
267,2012,1
282,2012,1
301,2012,1
308,2012,1
371,2012,1
382,2012,1
411,2012,1
434,2012,1
437,2012,1
441,2012,1
472,2012,1
533,2012,1
6,2012,1
9,2012,1
99,2012,1
150,2012,1
290,2012,1
383,2012,1
461,2012,1
61,2012,1
72,2012,1
103,2012,1
116,2012,1
149,2012,1
178,2012,1
235,2012,1
240,2012,1
244,2012,1
280,2012,1
313,2012,1
336,2012,1
351,2012,1
420,2012,1
436,2012,1
445,2012,1
453,2012,1
454,2012,1
483,2012,1
491,2012,1
532,2012,1
59,2012,1
62,2012,1
68,2012,1
217,2012,1
358,2012,1
407,2012,1
443,2012,1
13,2012,1
55,2012,1
63,2012,1
64,2012,1
164,2012,1
169,2012,1
183,2012,1
185,2012,1
186,2012,1
189,2012,1
197,2012,1
199,2012,1
202,2012,1
226,2012,1
255,2012,1
318,2012,1
321,2012,1
364,2012,1
428,2012,1
435,2012,1
481,2012,1
492,2012,1
30,2012,1
47,2012,1
52,2012,1
58,2012,1
132,2012,1
167,2012,1
194,2012,1
258,2012,1
380,2012,1
413,2012,1
449,2012,1
450,2012,1
469,2012,1
21,2012,1
79,2012,1
162,2012,1
166,2012,1
204,2012,1
221,2012,1
243,2012,1
254,2012,1
370,2012,1
432,2012,1
444,2012,1
473,2012,1
480,2012,1
44,2012,1
50,2012,1
51,2012,1
134,2012,1
212,2012,1
230,2012,1
252,2012,1
334,2012,1
388,2012,1
392,2012,1
446,2012,1
467,2012,1
56,2012,1
74,2012,1
75,2012,1
172,2012,1
201,2012,1
234,2012,1
289,2012,1
439,2012,1
479,2012,1
14,2012,1
45,2012,1
170,2012,1
196,2012,1
220,2012,1
245,2012,1
345,2012,1
423,2012,1
478,2012,1
488,2012,1
517,2012,1
48,2012,1
49,2012,1
60,2012,1
66,2012,1
104,2012,1
117,2012,1
133,2012,1
163,2012,1
171,2012,1
205,2012,1
393,2012,1
457,2012,1
468,2012,1
493,2012,1
530,2012,1
17,2012,1
136,2012,1
140,2012,1
176,2012,1
179,2012,1
182,2012,1
187,2012,1
191,2012,1
193,2012,1
333,2012,1
384,2012,1
421,2012,1
482,2012,1
531,2012,1
42,2012,1
70,2012,1
130,2012,1
142,2012,1
156,2012,1
173,2012,1
368,2012,1
470,2012,1
502,2012,1
519,2012,1
527,2012,1
105,2012,1
106,2012,1
8,2013,1
12,2013,1
27,2013,1
82,2013,1
121,2013,1
190,2013,1
216,2013,1
219,2013,1
270,2013,1
272,2013,1
287,2013,1
297,2013,1
305,2013,1
312,2013,1
315,2013,1
317,2013,1
331,2013,1
442,2013,1
487,2013,1
523,2013,1
529,2013,1
534,2013,1
43,2013,1
125,2013,1
273,2013,1
275,2013,1
286,2013,1
330,2013,1
347,2013,1
354,2013,1
389,2013,1
451,2013,1
475,2013,1
18,2013,1
93,2013,1
101,2013,1
124,2013,1
152,2013,1
155,2013,1
158,2013,1
160,2013,1
165,2013,1
175,2013,1
211,2013,1
242,2013,1
316,2013,1
325,2013,1
326,2013,1
426,2013,1
463,2013,1
494,2013,1
498,2013,1
2,2013,1
7,2013,1
83,2013,1
127,2013,1
143,2013,1
148,2013,1
261,2013,1
337,2013,1
338,2013,1
378,2013,1
424,2013,1
489,2013,1
518,2013,1
89,2013,1
102,2013,1
131,2013,1
141,2013,1
144,2013,1
161,2013,1
192,2013,1
206,2013,1
214,2013,1
215,2013,1
352,2013,1
456,2013,1
24,2013,1
25,2013,1
84,2013,1
91,2013,1
200,2013,1
218,2013,1
222,2013,1
248,2013,1
260,2013,1
276,2013,1
298,2013,1
309,2013,1
343,2013,1
344,2013,1
348,2013,1
350,2013,1
367,2013,1
374,2013,1
385,2013,1
399,2013,1
431,2013,1
448,2013,1
507,2013,1
32,2013,1
98,2013,1
195,2013,1
304,2013,1
339,2013,1
376,2013,1
395,2013,1
402,2013,1
3,2013,1
37,2013,1
53,2013,1
73,2013,1
92,2013,1
112,2013,1
119,2013,1
168,2013,1
180,2013,1
181,2013,1
184,2013,1
188,2013,1
224,2013,1
250,2013,1
256,2013,1
257,2013,1
263,2013,1
369,2013,1
375,2013,1
379,2013,1
400,2013,1
455,2013,1
462,2013,1
464,2013,1
500,2013,1
516,2013,1
525,2013,1
285,2013,1
31,2013,1
36,2013,1
71,2013,1
85,2013,1
110,2013,1
135,2013,1
198,2013,1
207,2013,1
231,2013,1
233,2013,1
259,2013,1
266,2013,1
268,2013,1
288,2013,1
409,2013,1
425,2013,1
476,2013,1
484,2013,1
76,2013,1
111,2013,1
113,2013,1
262,2013,1
271,2013,1
283,2013,1
292,2013,1
398,2013,1
418,2013,1
486,2013,1
510,2013,1
521,2013,1
23,2013,1
95,2013,1
96,2013,1
123,2013,1
145,2013,1
203,2013,1
246,2013,1
277,2013,1
303,2013,1
335,2013,1
373,2013,1
390,2013,1
408,2013,1
438,2013,1
490,2013,1
526,2013,1
535,2013,1
4,2013,1
22,2013,1
80,2013,1
87,2013,1
107,2013,1
146,2013,1
174,2013,1
279,2013,1
291,2013,1
319,2013,1
322,2013,1
327,2013,1
328,2013,1
340,2013,1
359,2013,1
363,2013,1
416,2013,1
417,2013,1
419,2013,1
458,2013,1
505,2013,1
512,2013,1
513,2013,1
515,2013,1
520,2013,1
522,2013,1
94,2013,1
153,2013,1
236,2013,1
302,2013,1
310,2013,1
332,2013,1
355,2013,1
503,2013,1
528,2013,1
296,2013,1
504,2013,1
394,2013,1
499,2013,1
28,2013,1
151,2013,1
154,2013,1
294,2013,1
300,2013,1
314,2013,1
410,2013,1
433,2013,1
10,2013,1
16,2013,1
19,2013,1
26,2013,1
35,2013,1
39,2013,1
40,2013,1
41,2013,1
97,2013,1
126,2013,1
137,2013,1
139,2013,1
210,2013,1
225,2013,1
229,2013,1
239,2013,1
251,2013,1
253,2013,1
265,2013,1
278,2013,1
295,2013,1
311,2013,1
342,2013,1
356,2013,1
357,2013,1
365,2013,1
366,2013,1
381,2013,1
386,2013,1
404,2013,1
405,2013,1
422,2013,1
429,2013,1
440,2013,1
485,2013,1
506,2013,1
536,2013,1
15,2013,1
54,2013,1
78,2013,1
209,2013,1
264,2013,1
306,2013,1
307,2013,1
324,2013,1
427,2013,1
474,2013,1
1,2013,1
29,2013,1
38,2013,1
77,2013,1
122,2013,1
138,2013,1
177,2013,1
208,2013,1
269,2013,1
281,2013,1
299,2013,1
362,2013,1
372,2013,1
401,2013,1
403,2013,1
406,2013,1
412,2013,1
430,2013,1
452,2013,1
459,2013,1
465,2013,1
466,2013,1
471,2013,1
477,2013,1
495,2013,1
501,2013,1
514,2013,1
11,2013,1
65,2013,1
67,2013,1
69,2013,1
86,2013,1
109,2013,1
114,2013,1
147,2013,1
213,2013,1
223,2013,1
284,2013,1
293,2013,1
320,2013,1
323,2013,1
329,2013,1
360,2013,1
391,2013,1
397,2013,1
524,2013,1
57,2013,1
81,2013,1
88,2013,1
249,2013,1
274,2013,1
341,2013,1
346,2013,1
349,2013,1
361,2013,1
377,2013,1
414,2013,1
415,2013,1
460,2013,1
511,2013,1
5,2013,1
20,2013,1
100,2013,1
108,2013,1
115,2013,1
118,2013,1
120,2013,1
157,2013,1
159,2013,1
227,2013,1
228,2013,1
237,2013,1
241,2013,1
353,2013,1
387,2013,1
396,2013,1
447,2013,1
496,2013,1
497,2013,1
508,2013,1
509,2013,1
33,2013,1
34,2013,1
46,2013,1
90,2013,1
128,2013,1
129,2013,1
232,2013,1
238,2013,1
247,2013,1
267,2013,1
282,2013,1
301,2013,1
308,2013,1
371,2013,1
382,2013,1
411,2013,1
434,2013,1
437,2013,1
441,2013,1
472,2013,1
533,2013,1
6,2013,1
9,2013,1
99,2013,1
150,2013,1
290,2013,1
383,2013,1
